review_id,order_item_id,customer_id,review_date,rating,review_text
221677,113594,13136,2024-08-08,3,Average
221678,91346,11305,2025-08-07,5,Excellent
221679,116038,14482,2025-11-19,4,Good
221680,116385,12095,2026-04-20,4,Could be better
221681,93111,13886,2026-03-07,3,Poor quality
221682,105325,10743,2025-03-03,4,Very good
221683,106881,11846,2025-07-28,3,Poor quality
221684,118581,14306,2025-03-24,5,Excellent
221685,105837,14830,2025-10-28,2,Could be better
221686,102954,12042,2025-05-07,4,Poor quality
221687,98849,13589,2025-04-01,5,Very good
221688,112890,11021,2024-01-03,5,Good
221689,95623,10653,2025-03-09,5,Average
221690,115643,11185,2025-03-03,2,Poor quality
221691,107562,12810,2025-12-15,2,Average
221692,100884,14453,2025-01-05,4,Poor quality
221693,98317,10263,2025-06-12,4,Very good
221694,93497,12196,2025-03-02,4,Poor quality
221695,94616,10250,2026-07-16,3,Average
221696,106114,12867,2026-08-24,4,Good
221697,98101,13405,2025-07-31,5,Could be better
221698,108100,14261,2024-01-18,4,Very good
221699,92707,10682,2026-07-24,5,Could be better
221700,118746,12017,2026-02-02,5,Good
221701,113332,10631,2026-06-13,5,Good
221702,94563,10384,2025-10-29,5,Poor quality
221703,99680,14789,2025-12-17,4,Average
221704,92788,13146,2026-08-19,5,Could be better
221705,98235,12095,2025-03-21,2,Excellent
221706,91077,10895,2024-05-05,5,Very good
221707,96618,14147,2025-11-12,5,Very good
221708,110901,13725,2024-03-13,5,Could be better
221709,106903,10892,2026-04-21,1,Could be better
221710,93505,11182,2025-04-03,5,Could be better
221711,101845,13344,2024-10-07,5,Good
221712,113754,14601,2025-11-23,4,Good
221713,115084,10236,2024-01-06,5,Average
221714,112990,11711,2025-01-19,4,Good
221715,90190,11191,2024-07-10,4,Excellent
221716,109265,10304,2025-11-10,2,Could be better
221717,90846,10203,2024-06-13,4,Good
221718,115031,12675,2025-09-20,4,Could be better
221719,108922,10578,2024-10-03,2,Average
221720,102983,13408,2025-10-17,1,Good
221721,112865,11924,2025-04-21,2,Very good
221722,108827,11278,2025-09-02,5,Very good
221723,120612,13685,2026-07-27,3,Average
221724,98591,13058,2024-09-04,5,Could be better
221725,119683,11925,2025-11-23,5,Poor quality
221726,113007,14878,2025-10-07,5,Very good
221727,94202,12991,2025-03-09,5,Poor quality
221728,107008,14946,2024-08-08,2,Excellent
221729,96386,14065,2024-06-03,3,Poor quality
221730,106331,13253,2024-06-06,4,Excellent
221731,96886,11686,2024-02-21,5,Poor quality
221732,119945,12939,2024-02-05,4,Very good
221733,120365,12769,2026-02-25,5,Very good
221734,93001,11744,2024-06-19,4,Could be better
221735,119578,14423,2026-05-08,1,Good
221736,91373,12470,2025-11-26,4,Good
221737,91289,10865,2025-11-14,5,Average
221738,98698,13391,2024-08-25,4,Good
221739,105015,13158,2026-02-03,3,Poor quality
221740,99346,14850,2024-03-21,3,Poor quality
221741,92267,10414,2024-04-17,5,Could be better
221742,106219,11328,2025-07-06,5,Excellent
221743,109654,13251,2025-11-05,1,Very good
221744,116193,12321,2026-01-20,5,Poor quality
221745,116357,11471,2024-08-03,4,Could be better
221746,112765,12844,2025-04-29,3,Very good
221747,118178,12858,2026-02-02,5,Good
221748,90889,14410,2024-09-10,4,Excellent
221749,90494,13513,2024-08-31,4,Excellent
221750,112544,11613,2024-01-03,4,Average
221751,97593,12053,2026-04-22,4,Good
221752,119392,14775,2024-05-25,5,Could be better
221753,90274,12894,2024-10-27,4,Good
221754,112745,11140,2026-05-09,4,Poor quality
221755,94275,10544,2024-07-27,4,Good
221756,92414,11976,2025-07-24,2,Good
221757,116275,10043,2025-09-17,2,Poor quality
221758,119307,12931,2024-07-01,2,Good
221759,97129,12821,2026-04-18,5,Good
221760,109026,13889,2026-02-28,4,Excellent
221761,114137,10176,2024-07-08,3,Average
221762,100852,12315,2024-08-21,3,Average
221763,110210,14720,2024-04-11,4,Excellent
221764,92906,11091,2025-08-31,4,Poor quality
221765,117768,14667,2024-09-11,2,Poor quality
221766,104852,10974,2024-11-22,5,Average
221767,102327,10715,2026-03-13,2,Excellent
221768,95401,14580,2024-09-07,4,Average
221769,101619,11976,2025-06-23,4,Average
221770,120830,14227,2025-01-11,5,Excellent
221771,106014,10497,2026-08-24,5,Good
221772,99724,13937,2025-10-31,5,Excellent
221773,96662,12137,2024-04-25,3,Good
221774,100928,14949,2025-12-18,3,Average
221775,110883,11228,2024-10-20,3,Very good
221776,120478,10103,2025-12-19,5,Average
221777,90174,10481,2024-05-28,3,Good
221778,97164,12938,2024-01-25,5,Average
221779,112067,14799,2025-11-02,5,Poor quality
221780,107294,11569,2025-04-09,4,Average
221781,119619,12708,2025-08-08,3,Poor quality
221782,103539,13268,2024-02-25,5,Poor quality
221783,106742,12003,2024-07-26,3,Excellent
221784,108968,14995,2025-01-21,5,Very good
221785,114253,10531,2025-04-05,5,Poor quality
221786,108024,14181,2025-06-25,3,Poor quality
221787,94090,10814,2024-02-21,5,Good
221788,113242,14937,2025-08-03,4,Could be better
221789,113382,12643,2025-10-02,5,Excellent
221790,111774,13278,2024-10-01,2,Excellent
221791,110338,11251,2025-06-27,4,Poor quality
221792,101738,12787,2026-06-26,2,Excellent
221793,113284,10421,2026-04-24,5,Good
221794,99596,13047,2025-12-21,3,Excellent
221795,113561,12001,2025-05-17,5,Average
221796,98565,14344,2026-05-06,5,Poor quality
221797,105639,10030,2024-06-23,1,Good
221798,115251,13166,2026-02-21,5,Very good
221799,93268,13390,2024-05-08,4,Good
221800,114666,12418,2025-11-24,4,Poor quality
221801,112545,11613,2026-02-21,5,Average
221802,119888,11508,2024-10-10,5,Excellent
221803,106395,10336,2025-04-28,5,Average
221804,94319,13541,2024-01-11,3,Very good
221805,114499,13967,2025-10-05,1,Average
221806,117137,14937,2024-05-19,5,Poor quality
221807,98104,14390,2025-05-09,3,Average
221808,106301,11489,2025-06-16,3,Excellent
221809,119398,12607,2024-09-17,1,Average
221810,120217,10842,2026-03-09,4,Could be better
221811,91965,13191,2024-07-11,5,Very good
221812,95666,14308,2025-07-03,3,Poor quality
221813,103638,12021,2026-07-12,4,Could be better
221814,113159,13438,2024-04-17,3,Average
221815,98388,12158,2024-10-22,1,Average
221816,97630,11036,2024-08-04,5,Good
221817,92637,11454,2026-08-12,4,Very good
221818,114999,10773,2024-04-25,1,Poor quality
221819,103858,12994,2025-05-23,5,Very good
221820,91268,11735,2024-08-13,4,Average
221821,114052,13365,2025-07-13,1,Good
221822,99769,11781,2026-05-24,2,Average
221823,113992,14093,2024-02-22,2,Very good
221824,111691,10476,2026-03-05,2,Average
221825,116176,13067,2025-09-27,3,Good
221826,112846,13876,2025-08-18,2,Could be better
221827,104040,12129,2024-10-03,4,Very good
221828,107147,10896,2026-03-01,5,Average
221829,111863,11693,2025-12-12,4,Average
221830,90086,10170,2024-10-02,1,Excellent
221831,110609,10846,2025-07-22,5,Good
221832,118507,10751,2025-10-28,5,Very good
221833,106158,12517,2024-09-14,5,Very good
221834,94529,12696,2026-02-12,5,Excellent
221835,105787,14688,2024-10-06,1,Could be better
221836,116548,12226,2026-06-12,5,Average
221837,119840,10689,2026-06-15,2,Very good
221838,107418,12527,2025-06-22,3,Good
221839,108872,14699,2024-01-18,4,Poor quality
221840,93673,11112,2026-08-25,4,Average
221841,100561,11122,2024-06-20,4,Poor quality
221842,103468,10075,2024-11-25,4,Excellent
221843,94843,10316,2025-07-18,5,Excellent
221844,92263,14326,2025-03-14,4,Average
221845,99467,12281,2025-11-26,1,Could be better
221846,93655,13578,2025-01-06,3,Poor quality
221847,98970,12919,2025-09-12,4,Excellent
221848,93611,14458,2025-12-28,3,Very good
221849,117806,12877,2024-10-20,4,Poor quality
221850,110004,13920,2025-04-23,5,Could be better
221851,102972,10113,2025-12-26,4,Poor quality
221852,102419,11394,2024-08-03,2,Very good
221853,95691,10854,2025-06-10,5,Good
221854,94477,13196,2024-12-24,3,Average
221855,116923,10584,2025-11-05,4,Very good
221856,97608,11367,2024-09-14,3,Good
221857,94170,13134,2024-11-29,5,Excellent
221858,92094,12267,2024-07-13,5,Could be better
221859,109646,12432,2024-10-21,2,Excellent
221860,90526,10595,2026-08-10,5,Good
221861,106512,12537,2024-12-22,5,Very good
221862,103307,13654,2025-01-13,3,Could be better
221863,94147,12197,2026-03-08,3,Very good
221864,108696,14955,2025-09-01,5,Average
221865,110579,10326,2024-06-11,5,Excellent
221866,97076,13629,2024-07-15,5,Excellent
221867,97111,14904,2025-04-15,5,Poor quality
221868,93003,11928,2026-03-26,4,Could be better
221869,99757,14474,2024-02-21,5,Could be better
221870,98989,12362,2026-07-30,4,Excellent
221871,95383,13821,2026-06-22,3,Could be better
221872,113127,11329,2025-06-12,4,Excellent
221873,93635,13913,2026-05-31,1,Average
221874,111616,12133,2026-07-17,2,Very good
221875,101382,11678,2025-10-08,5,Could be better
221876,92384,13575,2024-06-26,5,Good
221877,113973,13335,2024-05-28,5,Good
221878,103376,11278,2025-01-05,5,Good
221879,104704,13339,2025-08-31,5,Average
221880,118333,13049,2024-08-24,3,Good
221881,105442,14516,2024-10-29,3,Good
221882,107108,10972,2025-09-10,5,Could be better
221883,118074,10544,2024-09-18,5,Could be better
221884,118821,13779,2026-07-25,4,Excellent
221885,119722,11002,2024-03-22,5,Could be better
221886,98453,12824,2025-05-21,1,Average
221887,98811,11155,2025-08-10,4,Good
221888,97061,13007,2024-06-11,5,Good
221889,109201,10194,2025-08-20,3,Average
221890,115444,11095,2026-02-08,4,Could be better
221891,100473,14234,2024-10-08,5,Excellent
221892,98363,13331,2026-03-06,1,Could be better
221893,92328,11470,2024-02-02,4,Poor quality
221894,93091,13525,2025-10-09,4,Good
221895,108667,13181,2026-06-13,4,Average
221896,94385,14032,2026-04-22,3,Good
221897,96435,11765,2024-09-07,5,Could be better
221898,102059,14892,2024-10-03,5,Average
221899,103323,10433,2025-06-24,5,Could be better
221900,116391,10774,2025-11-22,3,Excellent
221901,112689,11388,2024-09-26,4,Average
221902,101258,12240,2024-03-24,5,Could be better
221903,95503,13868,2026-08-17,4,Excellent
221904,101143,11679,2026-05-14,3,Average
221905,94122,14472,2024-08-12,4,Could be better
221906,93903,11111,2026-06-08,3,Poor quality
221907,97137,12953,2024-05-11,3,Excellent
221908,118300,12755,2025-07-18,5,Could be better
221909,90679,13969,2024-10-19,4,Good
221910,95349,11452,2026-06-23,5,Good
221911,100533,11471,2026-02-09,4,Excellent
221912,110153,14088,2026-05-01,3,Very good
221913,93664,13064,2024-12-15,4,Good
221914,97070,10551,2025-03-04,5,Excellent
221915,93428,13020,2025-09-23,5,Could be better
221916,93851,13384,2025-02-26,5,Good
221917,117890,12068,2025-11-29,3,Could be better
221918,105802,12941,2024-01-24,4,Excellent
221919,112300,12061,2025-12-08,1,Could be better
221920,93816,12383,2024-05-31,4,Very good
221921,116593,10972,2026-02-01,1,Poor quality
221922,114117,10255,2026-07-03,4,Poor quality
221923,98943,14106,2025-11-24,4,Average
221924,107733,13615,2026-06-19,3,Average
221925,115426,11760,2024-12-03,3,Good
221926,91781,12517,2026-05-19,4,Very good
221927,105506,13376,2025-08-25,5,Excellent
221928,107315,10564,2026-06-30,3,Poor quality
221929,100393,13132,2025-04-03,1,Good
221930,101914,11596,2026-04-01,4,Poor quality
221931,107650,11245,2025-08-16,3,Excellent
221932,105056,13568,2024-09-21,3,Good
221933,98063,12933,2025-07-04,4,Could be better
221934,101832,11146,2025-12-18,2,Excellent
221935,93478,13353,2026-05-03,3,Good
221936,117022,14008,2026-06-11,5,Excellent
221937,104316,14090,2024-03-20,5,Excellent
221938,91298,13859,2025-06-05,3,Average
221939,103978,12002,2025-10-05,3,Could be better
221940,120101,11772,2025-10-22,1,Poor quality
221941,101076,12196,2026-01-30,5,Poor quality
221942,107914,10078,2024-04-02,4,Very good
221943,95252,12304,2024-10-26,2,Average
221944,118368,11383,2024-06-01,5,Could be better
221945,105805,11245,2024-11-07,5,Excellent
221946,103332,13036,2024-08-17,1,Poor quality
221947,112517,14840,2025-09-28,4,Good
221948,118069,13195,2024-04-25,4,Excellent
221949,91951,11101,2024-01-31,4,Poor quality
221950,104894,10240,2025-10-19,5,Poor quality
221951,118773,10144,2024-10-06,5,Excellent
221952,106472,13106,2026-01-05,5,Poor quality
221953,102078,12010,2024-12-04,5,Excellent
221954,112987,12597,2026-01-03,4,Average
221955,120726,14235,2024-09-27,4,Good
221956,115001,10228,2024-12-23,3,Very good
221957,103288,10437,2025-10-05,5,Poor quality
221958,120690,14765,2025-08-31,3,Poor quality
221959,118303,13331,2024-10-08,1,Average
221960,115033,11125,2025-11-03,5,Excellent
221961,98270,10637,2024-11-06,5,Poor quality
221962,97898,12015,2026-07-21,5,Could be better
221963,93523,12295,2024-07-17,5,Poor quality
221964,118965,11504,2026-06-20,5,Average
221965,104056,11016,2024-11-20,1,Good
221966,115578,13037,2024-06-11,5,Average
221967,116929,10089,2026-05-07,4,Good
221968,109774,13024,2024-12-31,5,Average
221969,94193,10611,2025-07-25,5,Very good
221970,111821,12620,2026-03-16,4,Good
221971,97449,12412,2025-07-02,5,Poor quality
221972,92462,13195,2024-08-04,4,Could be better
221973,120225,12052,2025-01-13,4,Excellent
221974,107758,13701,2025-01-09,4,Could be better
221975,94154,12701,2024-07-05,5,Excellent
221976,100514,12257,2025-12-26,5,Very good
221977,116431,12022,2025-10-20,5,Very good
221978,115838,13320,2026-04-10,5,Poor quality
221979,119367,13552,2024-06-23,5,Good
221980,101585,12775,2024-02-25,5,Excellent
221981,105758,11256,2025-01-11,4,Could be better
221982,94885,13818,2024-08-06,3,Excellent
221983,119469,11454,2025-10-12,5,Excellent
221984,104865,10653,2025-04-02,1,Excellent
221985,91492,11836,2024-09-29,4,Average
221986,102775,11839,2026-08-15,5,Poor quality
221987,107097,11177,2024-01-25,4,Good
221988,95985,10982,2026-02-23,5,Very good
221989,90716,10220,2024-09-08,5,Excellent
221990,94305,13632,2024-03-14,5,Excellent
221991,100011,10297,2026-02-12,5,Very good
221992,102068,12416,2025-06-14,4,Good
221993,107375,11767,2024-06-17,4,Excellent
221994,111448,14331,2026-05-02,3,Excellent
221995,104183,11814,2024-03-22,4,Very good
221996,114085,11525,2024-05-12,4,Very good
221997,114462,10159,2025-04-19,4,Could be better
221998,115716,14058,2025-09-22,5,Poor quality
221999,95846,10437,2024-04-03,5,Average
222000,105004,10458,2024-02-15,4,Very good
222001,92782,14761,2025-03-25,4,Excellent
222002,118896,14100,2025-04-19,5,Could be better
222003,94422,10035,2024-01-05,5,Excellent
222004,94879,12578,2025-03-30,4,Good
222005,100963,10271,2026-05-07,1,Excellent
222006,96747,14065,2026-07-11,3,Could be better
222007,95596,13351,2024-02-14,5,Good
222008,113511,14100,2024-07-15,4,Very good
222009,99802,10665,2024-07-23,5,Excellent
222010,111782,11845,2025-09-08,4,Could be better
222011,120018,10416,2025-02-03,5,Good
222012,94445,11314,2026-06-29,3,Poor quality
222013,96765,13011,2025-03-11,5,Excellent
222014,107719,11009,2025-05-25,5,Good
222015,101443,14675,2026-04-13,3,Average
222016,98206,10786,2025-10-08,5,Poor quality
222017,116851,12510,2024-09-09,4,Good
222018,118589,14358,2024-08-08,3,Could be better
222019,101331,11017,2025-07-06,1,Average
222020,117519,14318,2025-11-04,5,Good
222021,114940,12484,2026-06-06,5,Excellent
222022,116250,10055,2025-03-24,5,Could be better
222023,93174,11344,2024-03-13,3,Very good
222024,96214,11195,2024-08-26,5,Good
222025,91853,10748,2025-04-12,4,Excellent
222026,110078,11438,2025-02-10,5,Could be better
222027,92151,13174,2025-03-14,5,Average
222028,105301,12911,2025-08-04,5,Excellent
222029,118861,10561,2025-06-27,3,Average
222030,108395,11136,2025-12-07,5,Average
222031,95070,13196,2026-08-11,4,Excellent
222032,103651,10459,2025-10-20,5,Poor quality
222033,103252,12235,2025-08-11,1,Poor quality
222034,113835,12591,2024-05-26,3,Good
222035,107284,11169,2026-02-20,3,Poor quality
222036,104080,10431,2024-03-31,4,Very good
222037,112143,11656,2024-06-13,2,Average
222038,113395,10925,2026-07-21,5,Could be better
222039,90713,12406,2026-07-28,5,Average
222040,94153,14579,2025-04-27,1,Excellent
222041,105889,12849,2024-08-21,5,Very good
222042,110258,11883,2024-02-19,4,Could be better
222043,120128,13270,2025-02-05,4,Excellent
222044,110193,10303,2025-04-18,4,Average
222045,120676,12249,2025-07-25,5,Excellent
222046,116675,12841,2024-10-24,4,Poor quality
222047,111145,13262,2025-09-25,4,Good
222048,117163,12936,2026-03-23,1,Excellent
222049,96859,11357,2025-09-01,2,Very good
222050,102346,11385,2024-12-14,5,Excellent
222051,105696,14547,2025-06-25,4,Poor quality
222052,109017,11065,2025-09-17,5,Poor quality
222053,109637,14402,2024-01-08,3,Good
222054,111367,12222,2026-06-10,3,Excellent
222055,94634,10515,2024-08-13,2,Good
222056,105603,12133,2025-06-23,2,Could be better
222057,99335,13054,2025-01-12,4,Poor quality
222058,98028,13143,2025-07-13,5,Could be better
222059,118075,10544,2025-09-14,5,Very good
222060,93757,11808,2024-08-22,5,Very good
222061,116184,11212,2025-01-10,4,Good
222062,120759,14255,2024-07-25,2,Excellent
222063,104540,14287,2026-06-06,1,Good
222064,99106,11760,2025-03-01,3,Poor quality
222065,112960,11125,2025-02-04,4,Could be better
222066,101168,10249,2024-12-22,5,Very good
222067,92494,11204,2025-04-25,5,Could be better
222068,108420,13759,2025-01-04,5,Could be better
222069,105801,11537,2026-08-23,1,Good
222070,92805,11758,2024-09-19,4,Average
222071,97709,13954,2024-04-15,2,Could be better
222072,110082,10598,2025-03-15,4,Poor quality
222073,111229,12657,2025-04-29,5,Excellent
222074,91217,10560,2026-06-30,4,Average
222075,119375,10400,2024-02-06,5,Good
222076,119557,10378,2025-10-31,3,Poor quality
222077,91132,11517,2025-05-06,5,Average
222078,112563,14950,2024-01-18,5,Very good
222079,111295,12068,2025-09-25,4,Could be better
222080,117929,12870,2025-06-06,5,Good
222081,98549,10304,2025-05-24,4,Excellent
222082,101357,12011,2024-08-09,5,Could be better
222083,109525,11680,2026-05-13,2,Good
222084,96931,12136,2026-03-29,5,Excellent
222085,117035,11605,2025-03-05,2,Excellent
222086,103531,14640,2024-12-30,3,Excellent
222087,114857,13625,2025-10-08,2,Excellent
222088,119427,14470,2025-07-18,5,Average
222089,103763,12871,2025-10-17,2,Good
222090,119052,11679,2024-07-14,5,Could be better
222091,91416,13497,2024-04-26,3,Very good
222092,90346,11442,2026-01-25,4,Poor quality
222093,120234,10424,2024-05-19,4,Could be better
222094,108520,12143,2024-11-07,4,Good
222095,107303,10636,2024-04-16,2,Poor quality
222096,95407,10538,2024-06-25,5,Poor quality
222097,112126,10351,2026-03-02,5,Could be better
222098,108432,11950,2024-10-16,4,Average
222099,120813,13847,2025-06-09,4,Average
222100,109331,12667,2025-10-11,5,Poor quality
222101,107843,10094,2025-09-02,3,Excellent
222102,101395,11776,2026-08-02,4,Poor quality
222103,114007,13054,2024-12-20,2,Could be better
222104,115445,10540,2026-01-06,4,Excellent
222105,112872,13078,2026-04-09,5,Good
222106,109426,11194,2024-09-19,5,Could be better
222107,96814,10466,2024-09-28,1,Good
222108,111104,12717,2026-07-16,4,Excellent
222109,95037,11691,2026-03-23,3,Could be better
222110,116485,11495,2026-06-01,3,Average
222111,103855,10277,2025-03-08,2,Poor quality
222112,101439,11032,2024-03-08,5,Average
222113,97686,10350,2024-05-15,3,Excellent
222114,113559,11126,2026-01-26,5,Average
222115,92539,12005,2024-02-12,3,Poor quality
222116,92160,12608,2026-02-16,3,Very good
222117,120656,11961,2026-04-03,5,Very good
222118,98358,10530,2024-10-15,5,Good
222119,113186,13821,2026-03-12,4,Good
222120,108534,10823,2025-03-22,5,Average
222121,119447,11911,2025-10-13,4,Very good
222122,114472,11536,2025-05-13,4,Could be better
222123,93218,10806,2025-09-04,5,Good
222124,108856,13147,2024-12-22,3,Very good
222125,109860,10529,2025-03-19,4,Average
222126,98853,14791,2026-06-30,4,Could be better
222127,119525,11790,2024-06-29,3,Poor quality
222128,116857,11282,2025-10-06,5,Good
222129,109075,11414,2025-03-28,3,Very good
222130,103863,13029,2025-06-26,5,Poor quality
222131,99504,12273,2026-06-10,3,Could be better
222132,100304,10010,2025-03-31,5,Very good
222133,107781,14482,2025-10-16,2,Average
222134,118986,11659,2025-09-16,4,Could be better
222135,112213,14235,2025-09-21,3,Very good
222136,100212,13022,2025-06-23,5,Poor quality
222137,102294,10915,2025-10-26,4,Average
222138,105613,10528,2026-08-02,5,Average
222139,104215,11051,2024-02-11,3,Good
222140,110348,11868,2025-12-12,4,Poor quality
222141,104992,12407,2026-05-09,4,Excellent
222142,119758,12591,2025-02-12,4,Very good
222143,101945,11433,2026-04-21,4,Good
222144,111760,13639,2026-01-01,2,Could be better
222145,94914,13448,2024-10-10,4,Excellent
222146,90123,13243,2025-05-21,3,Average
222147,91359,11259,2024-06-14,2,Excellent
222148,100396,12314,2025-02-16,4,Good
222149,100967,10179,2025-05-07,2,Poor quality
222150,91843,12250,2025-03-10,5,Excellent
222151,90175,12349,2026-04-27,3,Good
222152,94396,13180,2025-02-22,4,Very good
222153,120329,14652,2024-04-23,3,Very good
222154,112995,14152,2025-12-20,5,Very good
222155,112391,11078,2025-12-12,4,Poor quality
222156,116480,10622,2025-04-05,4,Excellent
222157,107558,13585,2024-03-03,5,Good
222158,120608,14484,2025-10-24,5,Excellent
222159,113044,11920,2024-08-06,4,Good
222160,105867,11231,2025-10-22,2,Excellent
222161,99379,12191,2025-09-27,4,Poor quality
222162,108426,10679,2024-10-09,4,Average
222163,120517,14931,2025-07-09,4,Excellent
222164,106403,14191,2024-05-10,5,Excellent
222165,116921,13584,2026-08-15,5,Very good
222166,94935,10687,2024-07-27,4,Average
222167,118977,12761,2025-06-29,2,Good
222168,101104,13564,2024-04-11,4,Good
222169,114796,12574,2024-06-04,4,Could be better
222170,98935,11969,2026-04-08,3,Could be better
222171,91214,11673,2025-06-11,5,Excellent
222172,95652,12376,2025-02-11,5,Poor quality
222173,97772,11741,2025-04-21,2,Poor quality
222174,115658,14474,2024-07-25,4,Very good
222175,90091,10953,2024-04-17,5,Good
222176,102671,10863,2025-07-01,2,Good
222177,107279,13256,2025-12-24,5,Excellent
222178,103267,10397,2026-05-30,4,Very good
222179,96491,10348,2026-06-16,5,Average
222180,93637,13948,2025-10-15,5,Could be better
222181,101890,11746,2026-05-19,1,Very good
222182,111420,11092,2025-01-08,4,Excellent
222183,106780,14561,2024-10-23,1,Could be better
222184,90177,12295,2024-08-19,3,Excellent
222185,105320,11877,2026-03-25,5,Could be better
222186,113998,12983,2024-10-07,4,Could be better
222187,90001,11745,2026-03-13,5,Very good
222188,93034,14961,2024-04-09,3,Very good
222189,93950,14222,2026-05-14,4,Good
222190,91837,13517,2026-06-19,5,Excellent
222191,96597,13945,2024-05-13,4,Good
222192,90008,13584,2025-09-12,5,Could be better
222193,97973,11841,2024-05-09,4,Very good
222194,93596,13473,2025-04-06,3,Excellent
222195,91822,13527,2025-01-19,3,Good
222196,99373,11774,2025-11-27,4,Good
222197,110326,12875,2026-03-21,5,Good
222198,94393,14766,2026-05-22,4,Poor quality
222199,117168,11000,2024-11-05,3,Poor quality
222200,106716,13950,2024-02-25,5,Average
222201,100966,10179,2025-04-01,5,Very good
222202,109476,14944,2024-10-04,1,Poor quality
222203,114130,14731,2024-01-31,3,Very good
222204,113656,14161,2026-03-24,5,Good
222205,102493,10374,2026-01-06,4,Could be better
222206,101574,14802,2025-07-19,4,Good
222207,91695,14560,2024-06-25,5,Could be better
222208,92889,14582,2024-03-16,5,Could be better
222209,100658,10410,2024-06-16,4,Could be better
222210,105965,11263,2026-08-16,4,Good
222211,116028,14474,2025-03-14,5,Poor quality
222212,95600,13413,2026-07-13,4,Average
222213,99657,13162,2025-09-16,4,Very good
222214,113690,11369,2024-11-22,3,Poor quality
222215,99484,12925,2025-09-29,3,Could be better
222216,115046,12945,2026-01-10,3,Very good
222217,105575,13809,2026-02-03,2,Excellent
222218,115949,11291,2026-03-29,2,Good
222219,97007,14877,2025-12-14,4,Poor quality
222220,99084,11763,2025-06-03,2,Could be better
222221,91581,14164,2024-01-10,4,Poor quality
222222,113857,10143,2024-05-16,4,Very good
222223,104391,13781,2026-04-01,4,Excellent
222224,104291,10928,2025-11-03,3,Average
222225,109886,13785,2025-08-06,4,Excellent
222226,119692,12781,2024-03-08,4,Good
222227,114108,10835,2024-09-06,4,Excellent
222228,113237,14042,2026-08-10,4,Poor quality
222229,90262,14754,2026-07-04,5,Could be better
222230,98808,11321,2024-03-30,5,Good
222231,115294,11039,2024-04-23,5,Poor quality
222232,114167,11808,2025-12-08,4,Poor quality
222233,90568,13032,2024-02-07,5,Average
222234,90477,10950,2024-02-07,4,Excellent
222235,106299,10380,2026-01-03,4,Could be better
222236,94048,14164,2026-07-21,3,Could be better
222237,102957,14825,2024-04-21,2,Excellent
222238,117376,10703,2026-01-24,2,Very good
222239,100860,11420,2025-07-17,5,Very good
222240,92255,12646,2025-10-13,5,Poor quality
222241,96349,14954,2026-06-13,4,Excellent
222242,96457,11995,2025-02-05,5,Poor quality
222243,104152,13358,2024-05-27,4,Very good
222244,119028,12055,2026-03-24,5,Average
222245,103462,11767,2024-01-23,1,Could be better
222246,109371,11263,2024-11-24,5,Average
222247,103108,12944,2024-08-15,4,Poor quality
222248,99968,11769,2025-01-30,5,Average
222249,113341,11293,2024-02-03,5,Good
222250,113258,14953,2025-10-27,5,Very good
222251,97461,14774,2026-01-24,4,Average
222252,92949,13407,2026-06-18,4,Poor quality
222253,120486,14528,2025-08-01,3,Average
222254,118319,11025,2024-01-09,2,Could be better
222255,112295,13070,2025-09-22,3,Very good
222256,118343,13993,2025-03-17,5,Average
222257,101167,10507,2024-05-16,1,Average
222258,107663,14670,2024-11-29,4,Good
222259,112619,13531,2024-11-06,3,Average
222260,91656,12548,2026-06-09,5,Poor quality
222261,113745,10339,2025-06-20,1,Could be better
222262,98013,12558,2024-03-17,5,Average
222263,98559,14235,2024-04-30,5,Very good
222264,90339,10818,2025-10-01,4,Excellent
222265,120511,13434,2024-11-15,2,Poor quality
222266,97298,13837,2025-07-28,4,Could be better
222267,97116,10959,2024-01-03,5,Average
222268,92796,10443,2024-04-05,5,Very good
222269,93193,14818,2024-07-19,3,Average
222270,100194,12990,2026-08-23,5,Excellent
222271,107727,11803,2025-05-01,1,Could be better
222272,116893,14279,2026-08-10,4,Poor quality
222273,119806,12097,2025-07-02,4,Average
222274,99557,13252,2025-01-06,5,Could be better
222275,95819,12698,2025-07-18,2,Excellent
222276,118669,11957,2026-02-02,5,Good
222277,120381,11451,2024-11-28,5,Could be better
222278,103021,14340,2024-07-09,5,Very good
222279,116982,14890,2024-07-16,3,Could be better
222280,112919,10675,2025-10-20,3,Could be better
222281,102454,13869,2026-08-23,3,Could be better
222282,103134,12797,2024-06-02,3,Excellent
222283,96170,10137,2024-07-31,5,Could be better
222284,93306,14380,2024-03-29,5,Average
222285,98380,13840,2025-07-20,2,Good
222286,110448,13509,2024-12-15,3,Excellent
222287,113075,11632,2025-12-26,5,Could be better
222288,105906,14044,2026-05-31,5,Excellent
222289,92356,10863,2024-12-30,1,Could be better
222290,117292,11081,2026-08-15,5,Very good
222291,96780,14001,2026-03-05,4,Poor quality
222292,110624,12045,2025-09-05,3,Could be better
222293,94797,13041,2024-05-20,5,Good
222294,91903,14908,2025-12-09,3,Good
222295,112564,12058,2024-03-22,4,Good
222296,103359,13280,2025-05-07,3,Good
222297,92426,10064,2025-05-30,3,Could be better
222298,118603,13749,2026-02-20,5,Poor quality
222299,93834,10285,2025-10-03,2,Good
222300,106607,13839,2025-03-17,5,Average
222301,91465,10410,2024-11-24,3,Could be better
