shipping_id,order_id,shipping_location_id,courier_partner,shipping_date,expected_delivery_date,actual_delivery_date,delivery_status
155761,55761,88,DTDC,2025-07-03,2025-07-08,2025-07-08,Delivered
155762,55762,18,BlueDart,2025-05-08,2025-05-12,2025-05-12,Delivered
155763,55763,96,BlueDart,2025-12-04,2025-12-10,2025-12-11,Delivered
155764,55764,31,DTDC,2025-12-17,2025-12-21,2025-12-23,Delivered
155765,55765,39,DTDC,2025-10-30,2025-11-02,2025-11-02,Delivered
155766,55766,61,Ecom Express,2025-05-07,2025-05-09,2025-05-08,Delivered
155767,55767,99,DTDC,2024-01-08,2024-01-09,,In Transit
155768,55768,38,Delhivery,2025-07-30,2025-08-02,,In Transit
155769,55769,16,XpressBees,2026-07-10,2026-07-16,2026-07-18,Delivered
155770,55770,28,DTDC,2026-06-04,2026-06-10,2026-06-09,Delivered
155771,55771,81,XpressBees,2024-03-21,2024-03-24,,Returned
155772,55772,75,BlueDart,2026-04-30,2026-05-02,,In Transit
155773,55773,59,BlueDart,2024-05-21,2024-05-28,2024-05-28,Delivered
155774,55774,61,Ecom Express,2024-03-21,2024-03-23,2024-03-24,Delivered
155775,55775,54,BlueDart,2024-01-26,2024-02-01,2024-02-01,Delivered
155776,55776,18,Ecom Express,2025-05-10,2025-05-17,2025-05-16,Delivered
155777,55777,91,Ecom Express,2024-06-21,2024-06-26,2024-06-27,Delivered
155778,55778,83,BlueDart,2025-08-27,2025-08-29,2025-08-29,Delivered
155779,55779,28,DTDC,2025-03-29,2025-04-03,2025-04-03,Delivered
155780,55780,87,BlueDart,2026-04-09,2026-04-12,2026-04-12,Delivered
155781,55781,93,Ecom Express,2024-07-25,2024-07-28,2024-07-28,Delivered
155782,55782,62,BlueDart,2024-09-14,2024-09-21,,In Transit
155783,55783,66,XpressBees,2025-05-19,2025-05-24,,Returned
155784,55784,56,Delhivery,2024-05-17,2024-05-23,2024-05-26,Delivered
155785,55785,54,BlueDart,2025-03-20,2025-03-28,,In Transit
155786,55786,97,Ecom Express,2025-08-05,2025-08-08,2025-08-09,Delivered
155787,55787,54,BlueDart,2025-08-22,2025-08-25,2025-08-24,Delivered
155788,55788,93,Delhivery,2025-03-30,2025-04-03,2025-04-05,Delivered
155789,55789,49,BlueDart,2024-04-09,2024-04-12,2024-04-14,Delivered
155790,55790,12,Ecom Express,2024-09-06,2024-09-14,,In Transit
155791,55791,82,BlueDart,2024-03-10,2024-03-13,2024-03-13,Delivered
155792,55792,54,BlueDart,2026-07-03,2026-07-11,,Returned
155793,55793,41,Ecom Express,2025-07-17,2025-07-24,2025-07-27,Delivered
155794,55794,82,DTDC,2024-11-07,2024-11-11,,In Transit
155795,55795,77,Ecom Express,2024-10-21,2024-10-24,,Delayed
155796,55796,62,Ecom Express,2024-02-24,2024-02-26,2024-02-28,delivered
155797,55797,10,Delhivery,2025-04-05,2025-04-11,,Delayed
155798,55798,42,XpressBees,2024-02-28,2024-03-01,2024-03-02,Delivered
155799,55799,60,XpressBees,2025-11-12,2025-11-17,,Returned
155800,55800,67,DTDC,2024-07-17,2024-07-22,2024-07-24,Delivered
155801,55801,87,DTDC,2024-04-08,2024-04-10,2024-04-09,Delivered
155802,55802,12,BlueDart,2024-04-24,2024-04-30,2024-05-01,Delivered
155803,55803,46,Delhivery,2024-01-31,2024-02-01,,Delayed
155804,55804,7,Delhivery,2025-01-19,2025-01-24,2025-01-24,Delivered
155805,55805,79,DTDC,2024-03-01,2024-03-02,2024-03-03,Delivered
155806,55806,36,Ecom Express,2024-03-21,2024-03-27,2024-03-26,Delivered
155807,55807,47,DTDC,2024-08-01,2024-08-03,2024-08-04,Delivered
155808,55808,9,XpressBees,2025-06-28,2025-07-02,,Returned
155809,55809,90,BlueDart,2024-08-01,2024-08-07,2024-08-07,Delivered
155810,55810,81,BlueDart,2025-02-03,2025-02-04,2025-02-04,Delivered
155811,55811,92,Delhivery,2025-02-22,2025-02-24,,In Transit
155812,55812,25,Ecom Express,2025-08-05,2025-08-08,2025-08-07,Delivered
155813,55813,100,BlueDart,2024-02-18,2024-02-20,2024-02-21,Delivered
155814,55814,53,Delhivery,2026-08-19,2026-08-20,2026-08-22,Delivered
155815,55815,42,Ecom Express,2024-04-01,2024-04-03,2024-04-02,Delivered
155816,55816,63,Ecom Express,2026-08-21,2026-08-26,2026-08-25,Delivered
155817,55817,47,BlueDart,2024-10-04,2024-10-10,2024-10-09,Delivered
155818,55818,90,Delhivery,2025-02-09,2025-02-14,,In Transit
155819,55819,20,Ecom Express,2024-03-05,2024-03-09,2024-03-10,Delivered
155820,55820,36,DTDC,2024-12-25,2024-12-26,2024-12-29,Delivered
155821,55821,28,DTDC,2026-05-22,2026-05-29,2026-05-31,Delivered
155822,55822,58,DTDC,2025-10-25,2025-10-30,2025-11-02,Delivered
155823,55823,58,Ecom Express,2025-08-29,2025-08-31,2025-09-01,Delivered
155824,55824,34,BlueDart,2024-12-22,2024-12-25,2024-12-28,Delivered
155825,55825,64,Ecom Express,2026-06-19,2026-06-25,,In Transit
155826,55826,19,DTDC,2026-01-25,2026-01-31,2026-01-31,Delivered
155827,55827,99,BlueDart,2024-09-03,2024-09-08,2024-09-09,Delivered
155828,55828,96,Ecom Express,2025-08-08,2025-08-14,2025-08-15,Delivered
155829,55829,18,XpressBees,2025-01-19,2025-01-25,,In Transit
155830,55830,81,XpressBees,2024-07-14,2024-07-19,2024-07-18,Delivered
155831,55831,76,Ecom Express,2025-10-01,2025-10-01,,Delayed
155832,55832,88,XpressBees,2025-02-07,2025-02-09,2025-02-12,Delivered
155833,55833,17,DTDC,2024-04-07,2024-04-09,2024-04-12,Delivered
155834,55834,96,XpressBees,2026-04-17,2026-04-21,2026-04-22,Delivered
155835,55835,31,DTDC,2025-08-12,2025-08-15,2025-08-18,Delivered
155836,55836,69,BlueDart,2025-06-21,2025-06-23,2025-06-26,Delivered
155837,55837,21,Delhivery,2026-08-30,2026-09-01,2026-08-31,Delivered
155838,55838,78,Delhivery,2025-11-20,2025-11-23,2025-11-26,Delivered
155839,55839,28,BlueDart,2026-08-07,2026-08-12,,In Transit
155840,55840,99,Delhivery,2025-11-19,2025-11-24,,In Transit
155841,55841,8,Delhivery,2024-06-14,2024-06-21,2024-06-23,Delivered
155842,55842,29,Ecom Express,2025-04-12,2025-04-16,2025-04-16,Delivered
155843,55843,18,BlueDart,2025-05-10,2025-05-15,,Delayed
155844,55844,10,BlueDart,2024-10-16,2024-10-17,2024-10-18,Delivered
155845,55845,17,BlueDart,2024-10-27,2024-11-04,,In Transit
155846,55846,87,Ecom Express,2025-08-01,2025-08-09,2025-08-08,Delivered
155847,55847,44,Delhivery,2025-02-06,2025-02-07,2025-02-06,Delivered
155848,55848,45,XpressBees,2024-04-22,2024-04-25,2024-04-26,Delivered
155849,55849,49,XpressBees,2025-07-19,2025-07-23,2025-07-26,Delivered
155850,55850,22,Ecom Express,2025-08-04,2025-08-09,2025-08-12,Delivered
155851,55851,8,BlueDart,2026-03-06,2026-03-07,2026-03-10,Delivered
155852,55852,16,XpressBees,2024-04-12,2024-04-17,2024-04-17,Delivered
155853,55853,93,BlueDart,2025-03-22,2025-03-23,2025-03-22,Delivered
155854,55854,54,Ecom Express,2026-05-27,2026-05-27,2026-05-28,Delivered
155855,55855,96,Delhivery,2024-09-15,2024-09-19,,In Transit
155856,55856,17,XpressBees,2025-12-22,2025-12-30,,In Transit
155857,55857,25,Delhivery,2024-12-01,2024-12-05,2024-12-06,Delivered
155858,55858,96,Delhivery,2024-06-27,2024-07-01,2024-07-02,Delivered
155859,55859,24,Delhivery,2025-11-20,2025-11-27,,In Transit
155860,55860,80,Ecom Express,2026-01-31,2026-02-08,2026-02-09,Delivered
155861,55861,77,Ecom Express,2026-06-06,2026-06-14,2026-06-13,Delivered
155862,55862,77,XpressBees,2025-12-05,2025-12-13,,Delayed
155863,55863,90,DTDC,2024-10-24,2024-11-01,2024-11-04,Delivered
155864,55864,51,BlueDart,2025-12-09,2025-12-15,2025-12-15,Delivered
155865,55865,11,Ecom Express,2024-02-02,2024-02-09,2024-02-09,Delivered
155866,55866,14,BlueDart,2024-11-21,2024-11-29,2024-12-01,Delivered
155867,55867,31,BlueDart,2024-07-28,2024-07-31,,Returned
155868,55868,34,BlueDart,2025-05-22,2025-05-26,2025-05-26,Delivered
155869,55869,76,BlueDart,2025-10-31,2025-11-05,2025-11-06,Delivered
155870,55870,93,XpressBees,2025-07-23,2025-07-28,2025-07-30,Delivered
155871,55871,75,Delhivery,2024-06-25,2024-07-01,,Delayed
155872,55872,66,Ecom Express,2025-01-02,2025-01-07,2025-01-09,Delivered
155873,55873,83,XpressBees,2024-03-28,2024-04-01,2024-04-01,Delivered
155874,55874,46,DTDC,2025-06-30,2025-07-05,2025-07-08,Delivered
155875,55875,83,DTDC,2025-12-24,2025-12-27,2025-12-29,Delivered
155876,55876,94,XpressBees,2024-08-25,2024-08-30,2024-08-29,Delivered
155877,55877,41,BlueDart,2025-05-30,2025-05-30,2025-05-29,Delivered
155878,55878,58,Delhivery,2026-04-29,2026-05-02,2026-05-01,Delivered
155879,55879,7,DTDC,2024-04-22,2024-04-28,,Returned
155880,55880,53,XpressBees,2026-07-23,2026-07-27,2026-07-27,Delivered
155881,55881,35,Delhivery,2024-11-19,2024-11-22,2024-11-24,Delivered
155882,55882,69,Delhivery,2024-11-15,2024-11-19,2024-11-18,Delivered
155883,55883,14,Ecom Express,2025-11-26,2025-11-28,,In Transit
155884,55884,76,BlueDart,2024-11-30,2024-12-03,,In Transit
155885,55885,30,Delhivery,2025-01-31,2025-02-01,2025-01-31,Delivered
155886,55886,1,XpressBees,2024-07-29,2024-08-03,2024-08-04,Delivered
155887,55887,5,DTDC,2024-05-12,2024-05-15,2024-05-18,Delivered
155888,55888,55,Ecom Express,2026-04-19,2026-04-25,2026-04-25,Delivered
155889,55889,55,Delhivery,2024-04-07,2024-04-12,2024-04-13,Delivered
155890,55890,5,XpressBees,2024-06-10,2024-06-11,2024-06-13,Delivered
155891,55891,95,DTDC,2026-03-13,2026-03-14,2026-03-13,Delivered
155892,55892,99,BlueDart,2026-02-15,2026-02-17,,Delayed
155893,55893,15,BlueDart,2024-07-30,2024-08-04,2024-08-03,Delivered
155894,55894,90,BlueDart,2026-03-21,2026-03-23,2026-03-24,Delivered
155895,55895,77,Ecom Express,2025-12-07,2025-12-12,2025-12-13,Delivered
155896,55896,23,Delhivery,2024-11-02,2024-11-07,,In Transit
155897,55897,84,Delhivery,2024-03-20,2024-03-25,2024-03-24,Delivered
155898,55898,5,Ecom Express,2026-01-26,2026-01-27,2026-01-30,Delivered
155899,55899,16,XpressBees,2025-10-25,2025-10-29,2025-10-29,Delivered
155900,55900,88,XpressBees,2025-03-18,2025-03-22,2025-03-24,Delivered
155901,55901,33,Ecom Express,2024-09-24,2024-09-26,,Delayed
155902,55902,98,DTDC,2024-12-04,2024-12-09,2024-12-10,Delivered
155903,55903,89,XpressBees,2024-09-24,2024-09-26,2024-09-29,Delivered
155904,55904,25,Delhivery,2026-05-16,2026-05-23,2026-05-22,Delivered
155905,55905,83,XpressBees,2024-07-17,2024-07-21,2024-07-21,Delivered
155906,55906,94,Ecom Express,2025-03-16,2025-03-20,2025-03-21,Delivered
155907,55907,15,Ecom Express,2025-09-13,2025-09-18,2025-09-20,Delivered
155908,55908,47,Ecom Express,2024-02-23,2024-02-27,2024-02-26,Delivered
155909,55909,41,DTDC,2025-05-02,2025-05-05,2025-05-04,Delivered
155910,55910,35,Delhivery,2025-09-07,2025-09-15,2025-09-16,Delivered
155911,55911,28,Ecom Express,2025-05-28,2025-06-02,2025-06-02,Delivered
155912,55912,36,Delhivery,2025-10-02,2025-10-05,2025-10-04,Delivered
155913,55913,98,XpressBees,2025-04-20,2025-04-25,2025-04-25,Delivered
155914,55914,78,XpressBees,2025-09-07,2025-09-12,2025-09-14,Delivered
155915,55915,49,Delhivery,2026-08-06,2026-08-13,2026-08-16,Delivered
155916,55916,32,Delhivery,2024-12-18,2024-12-19,2024-12-22,Delivered
155917,55917,18,DTDC,2024-12-12,2024-12-18,2024-12-18,Delivered
155918,55918,19,BlueDart,2025-10-21,2025-10-23,2025-10-23,Delivered
155919,55919,35,Ecom Express,2024-03-28,2024-04-02,,In Transit
155920,55920,26,Ecom Express,2024-10-12,2024-10-17,2024-10-17,Delivered
155921,55921,30,BlueDart,2024-06-11,2024-06-18,2024-06-19,Delivered
155922,55922,17,Ecom Express,2025-03-29,2025-03-31,,In Transit
155923,55923,27,BlueDart,2024-04-29,2024-04-30,2024-05-01,Delivered
155924,55924,32,Delhivery,2024-08-01,2024-08-04,2024-08-04,Delivered
155925,55925,76,Ecom Express,2025-02-18,2025-02-19,,In Transit
155926,55926,35,Delhivery,2025-08-20,2025-08-20,2025-08-20,Delivered
155927,55927,67,DTDC,2025-02-23,2025-02-24,2025-02-23,Delivered
155928,55928,75,DTDC,2026-02-25,2026-03-05,2026-03-07,Delivered
155929,55929,21,BlueDart,2026-02-17,2026-02-18,2026-02-19,Delivered
155930,55930,53,Ecom Express,2024-04-06,2024-04-10,2024-04-13,Delivered
155931,55931,84,Ecom Express,2025-11-05,2025-11-08,2025-11-07,Delivered
155932,55932,84,XpressBees,2024-01-28,2024-01-31,,In Transit
155933,55933,44,DTDC,2024-06-19,2024-06-22,2024-06-21,Delivered
155934,55934,69,DTDC,2026-01-11,2026-01-11,2026-01-13,Delivered
155935,55935,22,BlueDart,2025-07-20,2025-07-27,2025-07-26,Delivered
155936,55936,33,DTDC,2024-11-12,2024-11-15,2024-11-15,Delivered
155937,55937,66,BlueDart,2024-05-30,2024-05-31,,Returned
155938,55938,11,DTDC,2024-11-13,2024-11-14,2024-11-17,Delivered
155939,55939,9,Ecom Express,2026-01-28,2026-01-30,,In Transit
155940,55940,11,DTDC,2025-07-02,2025-07-05,2025-07-07,Delivered
155941,55941,18,Delhivery,2024-05-08,2024-05-12,,Returned
155942,55942,75,Ecom Express,2025-04-17,2025-04-23,2025-04-22,Delivered
155943,55943,38,Ecom Express,2024-07-17,2024-07-18,,Returned
155944,55944,18,Ecom Express,2024-04-30,2024-05-05,,Returned
155945,55945,21,Delhivery,2024-03-27,2024-04-01,2024-04-03,Delivered
155946,55946,69,Ecom Express,2026-01-09,2026-01-11,2026-01-11,Delivered
155947,55947,75,BlueDart,2024-06-05,2024-06-11,2024-06-14,Delivered
155948,55948,53,Delhivery,2024-06-19,2024-06-24,2024-06-24,Delivered
155949,55949,78,Ecom Express,2026-04-20,2026-04-26,2026-04-25,Delivered
155950,55950,10,XpressBees,2026-03-14,2026-03-20,2026-03-21,Delivered
155951,55951,34,XpressBees,2025-05-03,2025-05-08,2025-05-09,Delivered
155952,55952,47,BlueDart,2026-01-13,2026-01-19,2026-01-18,Delivered
155953,55953,74,XpressBees,2024-01-23,2024-01-28,2024-01-27,Delivered
155954,55954,79,BlueDart,2024-06-14,2024-06-14,2024-06-14,Delivered
155955,55955,99,XpressBees,2024-12-08,2024-12-15,2024-12-17,Delivered
155956,55956,78,XpressBees,2026-01-07,2026-01-13,,Delayed
155957,55957,40,Ecom Express,2024-03-30,2024-04-01,2024-04-02,Delivered
155958,55958,78,DTDC,2025-10-04,2025-10-11,2025-10-13,Delivered
155959,55959,40,BlueDart,2024-03-11,2024-03-13,2024-03-12,Delivered
155960,55960,63,BlueDart,2026-08-10,2026-08-15,2026-08-16,Delivered
155961,55961,40,BlueDart,2024-07-22,2024-07-26,2024-07-26,Delivered
155962,55962,6,BlueDart,2025-11-22,2025-11-29,2025-12-01,Delivered
155963,55963,62,XpressBees,2025-08-26,2025-08-31,2025-08-31,Delivered
155964,55964,99,Ecom Express,2025-01-13,2025-01-20,,In Transit
155965,55965,52,Ecom Express,2026-01-10,2026-01-13,,In Transit
155966,55966,41,XpressBees,2025-08-27,2025-08-30,,Returned
155967,55967,89,Delhivery,2025-03-15,2025-03-18,,In Transit
155968,55968,25,DTDC,2025-10-05,2025-10-12,2025-10-11,Delivered
155969,55969,36,XpressBees,2024-10-05,2024-10-10,2024-10-10,Delivered
155970,55970,80,DTDC,2025-12-24,2025-12-28,,Returned
155971,55971,79,XpressBees,2025-11-12,2025-11-17,2025-11-18,Delivered
155972,55972,5,DTDC,2025-03-30,2025-04-02,2025-04-01,Delivered
155973,55973,100,DTDC,2025-10-02,2025-10-04,2025-10-04,Delivered
155974,55974,88,Ecom Express,2026-03-15,2026-03-17,2026-03-16,Delivered
155975,55975,10,DTDC,2025-09-15,2025-09-18,,Returned
155976,55976,81,Ecom Express,2024-10-05,2024-10-09,2024-10-08,Delivered
155977,55977,47,DTDC,2024-09-25,2024-10-03,2024-10-03,Delivered
155978,55978,66,Delhivery,2026-07-25,2026-07-27,2026-07-28,Delivered
155979,55979,38,BlueDart,2026-02-25,2026-03-01,2026-03-04,Delivered
155980,55980,96,Delhivery,2024-10-28,2024-11-01,2024-11-02,Delivered
155981,55981,97,Delhivery,2025-11-28,2025-12-02,,In Transit
155982,55982,11,Delhivery,2024-02-06,2024-02-14,2024-02-15,Delivered
155983,55983,49,Delhivery,2025-11-03,2025-11-06,,Delayed
155984,55984,99,XpressBees,2024-07-14,2024-07-16,2024-07-18,Delivered
155985,55985,94,BlueDart,2024-10-30,2024-11-04,2024-11-06,Delivered
155986,55986,85,XpressBees,2026-06-19,2026-06-22,2026-06-24,Delivered
155987,55987,75,Ecom Express,2024-05-17,2024-05-21,2024-05-24,Delivered
155988,55988,100,BlueDart,2026-02-07,2026-02-12,2026-02-14,Delivered
155989,55989,31,BlueDart,2025-01-27,2025-01-30,2025-02-01,Delivered
155990,55990,73,XpressBees,2025-03-03,2025-03-09,,In Transit
155991,55991,11,BlueDart,2025-03-24,2025-03-26,2025-03-26,Delivered
155992,55992,7,XpressBees,2026-05-31,2026-05-31,2026-05-30,Delivered
155993,55993,73,XpressBees,2025-05-03,2025-05-06,,Delayed
155994,55994,41,Ecom Express,2024-08-27,2024-08-31,2024-09-03,Delivered
155995,55995,38,Ecom Express,2024-01-11,2024-01-16,2024-01-19,Delivered
155996,55996,38,Ecom Express,2024-08-14,2024-08-19,2024-08-21,Delivered
155997,55997,23,DTDC,2024-06-05,2024-06-10,2024-06-13,Delivered
155998,55998,34,DTDC,2024-05-07,2024-05-09,2024-05-12,Delivered
155999,55999,24,BlueDart,2026-08-21,2026-08-29,2026-09-01,Delivered
156000,56000,47,Delhivery,2025-03-08,2025-03-13,2025-03-15,Delivered
156001,56001,5,Ecom Express,2026-08-29,2026-09-01,2026-09-03,Delivered
156002,56002,24,DTDC,2025-05-15,2025-05-18,2025-05-19,Delivered
156003,56003,20,BlueDart,2024-08-01,2024-08-07,,In Transit
156004,56004,99,XpressBees,2024-05-22,2024-05-26,2024-05-26,Delivered
156005,56005,46,Ecom Express,2026-01-07,2026-01-10,2026-01-09,Delivered
156006,56006,90,BlueDart,2024-04-22,2024-04-26,2024-04-28,Delivered
156007,56007,76,XpressBees,2024-02-20,2024-02-28,2024-02-28,Delivered
156008,56008,59,Delhivery,2025-01-14,2025-01-18,,Delayed
156009,56009,93,BlueDart,2024-11-03,2024-11-06,2024-11-08,Delivered
156010,56010,66,Ecom Express,2024-08-16,2024-08-19,2024-08-18,Delivered
156011,56011,100,XpressBees,2025-05-15,2025-05-16,2025-05-17,Delivered
156012,56012,100,Ecom Express,2025-07-11,2025-07-17,,In Transit
156013,56013,40,XpressBees,2025-02-28,2025-03-05,2025-03-05,Delivered
156014,56014,35,DTDC,2025-05-26,2025-05-29,2025-05-28,Delivered
156015,56015,80,XpressBees,2025-10-11,2025-10-18,,Delayed
156016,56016,40,Delhivery,2024-06-08,2024-06-12,2024-06-11,Delivered
156017,56017,100,BlueDart,2024-12-25,2024-12-29,2024-12-30,Delivered
156018,56018,73,DTDC,2024-01-16,2024-01-18,2024-01-18,Delivered
156019,56019,99,DTDC,2026-07-29,2026-07-31,2026-07-30,Delivered
156020,56020,95,XpressBees,2025-09-18,2025-09-21,2025-09-21,Delivered
156021,56021,59,Delhivery,2026-02-18,2026-02-20,2026-02-19,Delivered
156022,56022,34,Delhivery,2026-01-21,2026-01-26,2026-01-28,Delivered
156023,56023,74,Delhivery,2024-01-07,2024-01-11,2024-01-13,Delivered
156024,56024,64,BlueDart,2025-04-20,2025-04-23,2025-04-22,Delivered
156025,56025,14,BlueDart,2026-04-26,2026-05-01,,In Transit
156026,56026,80,Ecom Express,2025-07-14,2025-07-20,2025-07-21,Delivered
156027,56027,15,XpressBees,2025-08-05,2025-08-08,2025-08-08,Delivered
156028,56028,78,BlueDart,2026-07-24,2026-07-29,2026-08-01,Delivered
156029,56029,38,DTDC,2025-12-30,2026-01-03,,In Transit
156030,56030,7,Ecom Express,2026-01-17,2026-01-19,2026-01-18,Delivered
156031,56031,96,XpressBees,2026-02-15,2026-02-20,2026-02-19,Delivered
156032,56032,84,XpressBees,2024-11-20,2024-11-25,2024-11-24,Delivered
156033,56033,84,Delhivery,2026-08-02,2026-08-06,,In Transit
156034,56034,19,Ecom Express,2026-04-04,2026-04-10,,Delayed
156035,56035,72,Delhivery,2024-02-01,2024-02-06,2024-02-08,Delivered
156036,56036,74,XpressBees,2025-06-19,2025-06-22,2025-06-21,Delivered
156037,56037,80,DTDC,2024-08-29,2024-09-04,2024-09-06,Delivered
156038,56038,85,XpressBees,2025-05-24,2025-05-28,2025-05-27,Delivered
156039,56039,100,XpressBees,2026-02-23,2026-02-28,2026-03-03,Delivered
156040,56040,20,Ecom Express,2025-11-03,2025-11-06,,In Transit
156041,56041,32,Ecom Express,2026-02-16,2026-02-21,2026-02-24,Delivered
156042,56042,14,Delhivery,2025-02-21,2025-02-27,2025-02-27,Delivered
156043,56043,38,DTDC,2024-03-16,2024-03-22,2024-03-22,Delivered
156044,56044,100,BlueDart,2026-05-06,2026-05-07,2026-05-08,Delivered
156045,56045,83,Delhivery,2024-03-20,2024-03-20,,In Transit
156046,56046,29,XpressBees,2024-06-12,2024-06-18,2024-06-17,Delivered
156047,56047,64,BlueDart,2025-12-03,2025-12-06,2025-12-08,Delivered
156048,56048,41,Delhivery,2025-02-13,2025-02-16,2025-02-17,Delivered
156049,56049,94,BlueDart,2025-04-08,2025-04-15,,Delayed
156050,56050,81,BlueDart,2024-03-04,2024-03-11,2024-03-12,Delivered
156051,56051,46,Ecom Express,2024-06-17,2024-06-19,,Delayed
156052,56052,73,BlueDart,2025-11-17,2025-11-18,2025-11-21,Delivered
156053,56053,58,DTDC,2025-07-03,2025-07-08,2025-07-07,Delivered
156054,56054,2,Delhivery,2024-09-22,2024-09-22,,In Transit
156055,56055,81,XpressBees,2025-01-23,2025-01-27,,In Transit
156056,56056,55,DTDC,2025-02-17,2025-02-21,2025-02-22,Delivered
156057,56057,90,DTDC,2026-06-14,2026-06-18,,Returned
156058,56058,73,Ecom Express,2026-05-12,2026-05-16,,Delayed
156059,56059,30,Delhivery,2025-04-11,2025-04-15,,In Transit
156060,56060,55,DTDC,2024-06-30,2024-07-03,2024-07-04,Delivered
156061,56061,78,Delhivery,2025-07-04,2025-07-11,,Delayed
156062,56062,98,Ecom Express,2024-01-05,2024-01-08,2024-01-08,Delivered
156063,56063,5,Ecom Express,2025-09-20,2025-09-22,2025-09-22,Delivered
156064,56064,95,Delhivery,2025-07-14,2025-07-18,2025-07-21,Delivered
156065,56065,29,Ecom Express,2026-05-24,2026-05-29,,Returned
156066,56066,68,Delhivery,2025-03-03,2025-03-05,2025-03-05,Delivered
156067,56067,38,XpressBees,2025-06-30,2025-07-05,,Delayed
156068,56068,34,BlueDart,2024-02-24,2024-03-02,2024-03-03,Delivered
156069,56069,8,Ecom Express,2026-03-12,2026-03-17,2026-03-16,Delivered
156070,56070,66,BlueDart,2024-10-17,2024-10-22,2024-10-25,Delivered
156071,56071,62,XpressBees,2026-01-06,2026-01-10,2026-01-09,Delivered
156072,56072,47,DTDC,2024-08-19,2024-08-25,2024-08-27,Delivered
156073,56073,45,Ecom Express,2024-12-05,2024-12-10,2024-12-12,Delivered
156074,56074,97,Delhivery,2024-09-11,2024-09-14,2024-09-14,Delivered
156075,56075,47,DTDC,2026-05-21,2026-05-26,2026-05-28,Delivered
156076,56076,37,Ecom Express,2026-02-05,2026-02-12,2026-02-15,Delivered
156077,56077,35,Delhivery,2025-11-13,2025-11-19,2025-11-20,Delivered
156078,56078,49,Ecom Express,2024-10-22,2024-10-25,2024-10-25,Delivered
156079,56079,53,DTDC,2025-12-15,2025-12-18,2025-12-20,Delivered
156080,56080,35,XpressBees,2025-04-19,2025-04-27,,Delayed
156081,56081,60,BlueDart,2025-11-26,2025-11-28,,Delayed
156082,56082,48,XpressBees,2024-09-14,2024-09-19,2024-09-21,Delivered
156083,56083,64,BlueDart,2025-06-10,2025-06-10,,Returned
156084,56084,55,XpressBees,2026-07-13,2026-07-14,2026-07-17,Delivered
156085,56085,56,BlueDart,2024-03-20,2024-03-25,,Delayed
156086,56086,76,DTDC,2026-01-23,2026-01-27,2026-01-29,Delivered
156087,56087,77,BlueDart,2025-11-08,2025-11-13,2025-11-14,Delivered
156088,56088,6,Delhivery,2025-02-17,2025-02-18,2025-02-19,Delivered
156089,56089,11,Delhivery,2026-06-04,2026-06-05,2026-06-08,Delivered
156090,56090,5,BlueDart,2025-12-06,2025-12-11,,In Transit
156091,56091,33,XpressBees,2025-05-26,2025-06-01,2025-05-31,Delivered
156092,56092,90,BlueDart,2024-11-03,2024-11-09,2024-11-09,Delivered
156093,56093,84,Delhivery,2025-10-30,2025-10-30,2025-11-02,Delivered
156094,56094,73,BlueDart,2024-03-20,2024-03-24,2024-03-24,Delivered
156095,56095,10,Delhivery,2024-09-06,2024-09-09,2024-09-11,Delivered
156096,56096,68,Ecom Express,2025-02-22,2025-03-01,2025-02-28,Delivered
156097,56097,11,Delhivery,2024-08-05,2024-08-09,2024-08-08,Delivered
156098,56098,48,Ecom Express,2025-07-01,2025-07-05,2025-07-05,Delivered
156099,56099,11,Ecom Express,2026-04-28,2026-05-02,2026-05-01,Delivered
156100,56100,20,XpressBees,2024-12-06,2024-12-07,,In Transit
156101,56101,8,BlueDart,2025-01-31,2025-02-03,2025-02-06,Delivered
156102,56102,75,Delhivery,2025-01-26,2025-01-30,2025-01-29,Delivered
156103,56103,17,Delhivery,2025-12-03,2025-12-06,,In Transit
156104,56104,4,DTDC,2025-11-25,2025-11-27,,Delayed
156105,56105,88,Delhivery,2024-08-18,2024-08-21,2024-08-20,Delivered
156106,56106,74,DTDC,2026-05-21,2026-05-23,2026-05-22,Delivered
156107,56107,44,XpressBees,2025-09-21,2025-09-26,,Returned
156108,56108,15,Ecom Express,2026-05-19,2026-05-20,2026-05-20,Delivered
156109,56109,48,XpressBees,2026-04-29,2026-05-03,,In Transit
156110,56110,4,XpressBees,2025-07-12,2025-07-19,2025-07-19,Delivered
156111,56111,99,DTDC,2025-11-15,2025-11-17,2025-11-20,Delivered
156112,56112,6,Delhivery,2025-09-05,2025-09-06,,In Transit
156113,56113,83,Delhivery,2025-08-16,2025-08-19,2025-08-22,Delivered
156114,56114,79,Delhivery,2025-05-31,2025-06-05,2025-06-05,Delivered
156115,56115,34,DTDC,2024-08-13,2024-08-15,2024-08-15,Delivered
156116,56116,4,BlueDart,2024-12-27,2025-01-01,,Returned
156117,56117,81,Delhivery,2025-11-16,2025-11-20,2025-11-20,Delivered
156118,56118,1,XpressBees,2025-12-20,2025-12-23,2025-12-24,Delivered
156119,56119,30,XpressBees,2025-04-01,2025-04-06,2025-04-07,Delivered
156120,56120,100,DTDC,2024-04-17,2024-04-20,2024-04-21,Delivered
156121,56121,64,Ecom Express,2024-05-11,2024-05-15,2024-05-15,Delivered
