order_id,customer_id,order_date,order_status,sales_channel,coupon_code
55656,12550,2024-05-29,Delivered,Website,NONE
55657,14338,2025-04-24,Delivered,Marketplace,SAVE10
55658,11086,2024-07-11,Processing,Website,NONE
55659,11552,2026-03-21,Delivered,Website,WELCOME5
55660,13102,2024-11-24,Delivered,Marketplace,NONE
55661,12893,2025-03-08,Delivered,Website,NONE
55662,12013,2025-10-02,Delivered,Mobile App,WELCOME5
55663,11105,2025-11-09,Delivered,Website,FEST15
55664,11141,2024-04-23,Delivered,Website,FEST15
55665,13635,2024-03-15,Delivered,Mobile App,FEST15
55666,10106,2024-10-02,Delivered,Mobile App,BIG20
55667,10598,2025-12-25,Delivered,Marketplace,NONE
55668,14627,2026-04-12,Delivered,Mobile App,BIG20
55669,14896,2026-08-01,Delivered,Mobile App,BIG20
55670,10395,2024-09-22,Delivered,Mobile App,NONE
55671,10712,2026-01-10,Delivered,Mobile App,NONE
55672,11647,2024-06-12,Processing,Website,SAVE10
55673,12930,2024-07-02,Delivered,Website,WELCOME5
55674,10953,2025-06-01,Shipped,Website,NONE
55675,14912,2024-04-04,Processing,Mobile App,NONE
55676,12471,2024-02-02,Delivered,Marketplace,NONE
55677,12686,2026-08-23,Delivered,Mobile App,FEST15
55678,10975,2026-02-18,Shipped,Mobile App,NONE
55679,11539,2025-10-17,Cancelled,Website,NONE
55680,13682,2024-08-03,Delivered,Mobile App,WELCOME5
55681,13164,2024-03-15,Processing,Mobile App,NONE
55682,11125,2024-05-08,Delivered,Mobile App,NONE
55683,12208,2025-02-12,Delivered,Website,WELCOME5
55684,10928,2026-02-22,Processing,Website,SAVE10
55685,12038,2025-07-29,Delivered,Mobile App,NONE
55686,11085,2026-03-28,Delivered,Website,BIG20
55687,14899,2026-05-31,Delivered,Mobile App,NONE
55688,11488,2025-12-13,Delivered,Website,FEST15
55689,12370,2024-04-06,Processing,Website,NONE
55690,13210,2024-08-15,Delivered,Website,NONE
55691,10206,2024-11-23,Delivered,Website,NONE
55692,11049,2025-05-26,Processing,Website,NONE
55693,14945,2026-02-08,Shipped,Website,NONE
55694,13485,2026-07-28,Processing,Mobile App,WELCOME5
55695,11210,2026-08-11,Processing,Mobile App,NONE
55696,12151,2025-04-08,Delivered,Mobile App,SAVE10
55697,14288,2026-08-19,Delivered,Mobile App,NONE
55698,10986,2026-07-10,Delivered,Website,NONE
55699,11495,2024-06-10,Delivered,Website,NONE
55700,11201,2025-10-18,Delivered,website,BIG20
55701,13325,2025-03-01,Delivered,Website,NONE
55702,12637,2026-03-30,Shipped,Website,SAVE10
55703,12504,2026-04-22,Delivered,Marketplace,NONE
55704,11894,2024-07-05,Delivered,Website,NONE
55705,11640,2025-08-08,Delivered,Website,SAVE10
55706,12569,2026-06-17,Delivered,Marketplace,NONE
55707,13996,2025-10-09,Delivered,Mobile App,WELCOME5
55708,14063,2026-04-07,Delivered,Marketplace,WELCOME5
55709,13923,2025-12-02,Shipped,Website,SAVE10
55710,10230,2026-01-31,Shipped,Mobile App,NONE
55711,12451,2026-04-01,Shipped,Mobile App,NONE
55712,11969,2026-07-01,Shipped,Marketplace,WELCOME5
55713,14677,2024-07-11,Processing,Website,SAVE10
55714,12078,2026-02-04,Delivered,Mobile App,NONE
55715,11235,2025-01-07,Delivered,Website,NONE
55716,11255,2025-07-13,Delivered,Mobile App,NONE
55717,10974,2025-09-29,Delivered,Website,SAVE10
55718,12210,2025-09-21,Shipped,Website,NONE
55719,11321,2024-07-09,Delivered,Website,NONE
55720,12834,2026-03-07,Delivered,Website,NONE
55721,11155,2025-11-24,Delivered,Mobile App,SAVE10
55722,12925,2025-12-27,Delivered,Website,FEST15
55723,13079,2025-08-20,Processing,Marketplace,NONE
55724,13350,2025-07-28,Delivered,Website,FEST15
55725,14413,2024-09-26,Delivered,Mobile App,NONE
55726,10384,2025-08-03,Delivered,Website,NONE
55727,10265,2024-09-29,Processing,Website,NONE
55728,12301,2026-03-05,Delivered,Mobile App,WELCOME5
55729,12581,2024-02-18,Delivered,Website,FEST15
55730,13789,2024-01-10,Delivered,Website,SAVE10
55731,11135,2025-12-07,Delivered,Marketplace,WELCOME5
55732,12276,2025-11-27,Delivered,Website,NONE
55733,13057,2025-06-26,Delivered,Marketplace,FEST15
55734,13283,2025-07-02,Delivered,Website,WELCOME5
55735,12716,2024-02-03,Delivered,Website,BIG20
55736,12953,2026-03-24,Delivered,Mobile App,NONE
55737,10821,2026-04-01,Delivered,Website,SAVE10
55738,12324,2024-07-18,Delivered,Mobile App,NONE
55739,12708,2024-01-16,Processing,Marketplace,SAVE10
55740,10395,2025-05-24,Delivered,Website,NONE
55741,14844,2024-09-02,Delivered,Mobile App,NONE
55742,13167,2024-05-03,Delivered,Website,WELCOME5
55743,13589,2024-04-19,Processing,Mobile App,WELCOME5
55744,12673,2025-10-01,Processing,Mobile App,BIG20
55745,14654,2024-12-14,Delivered,Mobile App,NONE
55746,10029,2026-01-10,Delivered,Website,NONE
55747,14791,2024-10-31,Delivered,Mobile App,FEST15
55748,11035,2025-08-27,Delivered,Mobile App,NONE
55749,14423,2024-09-20,Delivered,Website,SAVE10
55750,10307,2025-06-22,Delivered,Website,NONE
55751,11565,2025-11-08,Delivered,Website,SAVE10
55752,12852,2024-11-29,Delivered,Website,NONE
55753,13289,2026-05-11,Delivered,Website,NONE
55754,10076,2025-09-12,Delivered,Website,NONE
55755,11795,2024-07-14,Delivered,Website,WELCOME5
55756,14213,2026-05-22,Processing,Website,NONE
55757,10916,2025-04-28,Delivered,Mobile App,NONE
55758,14738,2025-11-30,Delivered,Website,NONE
55759,13552,2024-12-01,Processing,Website,NONE
55760,14878,2024-01-23,Delivered,Mobile App,NONE
55761,14517,2025-06-30,Delivered,Mobile App,NONE
55762,11133,2025-05-08,Delivered,Website,SAVE10
55763,14706,2025-12-03,Delivered,Marketplace,NONE
55764,12476,2025-12-15,Delivered,Website,FEST15
55765,11293,2025-10-29,Shipped,Mobile App,NONE
55766,14456,2025-05-04,Delivered,Mobile App,SAVE10
55767,12353,2024-01-06,Shipped,Website,NONE
55768,13437,2025-07-27,Delivered,Marketplace,NONE
55769,13051,2026-07-10,Delivered,Mobile App,NONE
55770,11494,2026-06-03,Delivered,Website,SAVE10
55771,14915,2024-03-19,Delivered,Website,FEST15
55772,14170,2026-04-27,Delivered,Mobile App,SAVE10
55773,12647,2024-05-20,Delivered,Marketplace,WELCOME5
55774,12870,2024-03-19,Delivered,Mobile App,NONE
55775,10348,2024-01-26,Processing,Website,NONE
55776,13650,2025-05-10,Delivered,Mobile App,NONE
55777,14550,2024-06-20,Cancelled,Website,NONE
55778,14848,2025-08-26,Delivered,Website,NONE
55779,12800,2025-03-28,Delivered,Marketplace,SAVE10
55780,14988,2026-04-06,Delivered,Website,NONE
55781,13992,2024-07-23,Delivered,Mobile App,NONE
55782,12525,2024-09-14,Shipped,Website,NONE
55783,14002,2025-05-17,Delivered,Mobile App,NONE
55784,10784,2024-05-15,Delivered,Website,SAVE10
55785,13379,2025-03-20,Shipped,Website,NONE
55786,13098,2025-08-02,Delivered,Mobile App,NONE
55787,12466,2025-08-21,Delivered,Mobile App,BIG20
55788,13220,2025-03-29,Delivered,Mobile App,SAVE10
55789,14261,2024-04-07,Delivered,Website,NONE
55790,12861,2024-09-06,Delivered,Mobile App,NONE
55791,11896,2024-03-10,Delivered,Website,NONE
55792,12111,2026-07-03,Delivered,Website,NONE
55793,12842,2025-07-17,Delivered,Mobile App,NONE
55794,12908,2024-11-04,Delivered,Website,NONE
55795,11568,2024-10-19,Delivered,Website,BIG20
55796,12671,2024-02-23,Delivered,Website,BIG20
55797,11438,2025-04-03,Delivered,Mobile App,NONE
55798,14724,2024-02-27,Processing,Mobile App,WELCOME5
55799,12673,2025-11-11,Delivered,Marketplace,NONE
55800,14189,2024-07-14,Delivered,Marketplace,FEST15
55801,11898,2024-04-07,Delivered,Mobile App,WELCOME5
55802,11969,2024-04-23,Shipped,Website,WELCOME5
55803,11443,2024-01-28,Delivered,Mobile App,SAVE10
55804,12855,2025-01-17,Delivered,Website,FEST15
55805,13082,2024-02-27,Delivered,Mobile App,NONE
55806,12831,2024-03-19,Delivered,Marketplace,NONE
55807,14185,2024-07-31,Processing,Mobile App,FEST15
55808,12554,2025-06-28,Shipped,Mobile App,NONE
55809,14106,2024-08-01,Delivered,Mobile App,NONE
55810,10291,2025-01-31,Delivered,Mobile App,FEST15
55811,11801,2025-02-20,Shipped,Website,SAVE10
55812,13563,2025-08-02,Delivered,Website,NONE
55813,11918,2024-02-15,Shipped,Marketplace,NONE
55814,13657,2026-08-17,Delivered,Marketplace,NONE
55815,12960,2024-03-30,Delivered,Mobile App,WELCOME5
55816,12421,2026-08-20,Cancelled,Website,NONE
55817,12790,2024-10-03,Delivered,Marketplace,SAVE10
55818,14508,2025-02-08,Delivered,Marketplace,NONE
55819,13393,2024-03-05,Delivered,Website,NONE
55820,14920,2024-12-22,Delivered,Mobile App,NONE
55821,10479,2026-05-21,Delivered,Marketplace,FEST15
55822,14065,2025-10-23,Delivered,Website,NONE
55823,14457,2025-08-27,Delivered,Website,NONE
55824,14640,2024-12-22,Shipped,Mobile App,NONE
55825,12696,2026-06-17,Shipped,Mobile App,NONE
55826,12438,2026-01-24,Delivered,Mobile App,SAVE10
55827,12919,2024-09-01,Cancelled,Mobile App,NONE
55828,14572,2025-08-06,Delivered,Website,NONE
55829,14334,2025-01-19,Shipped,Marketplace,NONE
55830,14676,2024-07-12,Delivered,Mobile App,NONE
55831,14846,2025-09-28,Processing,Mobile App,NONE
55832,13118,2025-02-06,Shipped,Mobile App,NONE
55833,11296,2024-04-04,Processing,Mobile App,BIG20
55834,10754,2026-04-17,Delivered,Mobile App,NONE
55835,14489,2025-08-11,Shipped,Website,SAVE10
55836,10762,2025-06-20,Delivered,Website,NONE
55837,10353,2026-08-27,Delivered,Mobile App,NONE
55838,12362,2025-11-19,Processing,Website,SAVE10
55839,13717,2026-08-07,Delivered,Marketplace,NONE
55840,13678,2025-11-19,Delivered,Mobile App,NONE
55841,11271,2024-06-13,Delivered,Mobile App,NONE
55842,12507,2025-04-12,Delivered,Website,NONE
55843,14473,2025-05-08,Delivered,Website,NONE
55844,14000,2024-10-13,Delivered,Mobile App,NONE
55845,14584,2024-10-27,Processing,Website,BIG20
55846,13849,2025-08-01,Delivered,Mobile App,NONE
55847,10456,2025-02-03,Delivered,Website,SAVE10
55848,11019,2024-04-19,Delivered,Marketplace,BIG20
55849,10846,2025-07-17,Delivered,Mobile App,WELCOME5
55850,10664,2025-08-02,Delivered,Marketplace,SAVE10
55851,14293,2026-03-03,Shipped,Marketplace,NONE
55852,13530,2024-04-09,Delivered,Website,FEST15
55853,14569,2025-03-19,Delivered,Mobile App,BIG20
55854,11602,2026-05-24,Delivered,Website,NONE
55855,14900,2024-09-13,Delivered,Mobile App,NONE
55856,14657,2025-12-22,Delivered,Website,NONE
55857,10531,2024-11-29,Delivered,Website,NONE
55858,14343,2024-06-24,Processing,Mobile App,NONE
55859,10554,2025-11-20,Delivered,Website,NONE
55860,12257,2026-01-31,Delivered,Website,SAVE10
55861,10904,2026-06-06,Shipped,Mobile App,NONE
55862,12903,2025-12-05,Delivered,Website,NONE
55863,10089,2024-10-24,Shipped,Marketplace,SAVE10
55864,14236,2025-12-07,Delivered,Website,NONE
55865,12382,2024-02-01,Delivered,Website,WELCOME5
55866,14357,2024-11-21,Delivered,Website,BIG20
55867,12167,2024-07-25,Delivered,Marketplace,BIG20
55868,12785,2025-05-22,Delivered,Mobile App,NONE
55869,13691,2025-10-31,Delivered,Website,NONE
55870,14860,2025-07-22,Delivered,Website,NONE
55871,11872,2024-06-24,Delivered,Mobile App,WELCOME5
55872,12605,2024-12-31,Delivered,Marketplace,WELCOME5
55873,11623,2024-03-28,Delivered,Website,NONE
55874,10206,2025-06-27,Delivered,Mobile App,NONE
55875,14366,2025-12-21,Shipped,Mobile App,NONE
55876,12814,2024-08-24,Cancelled,Mobile App,NONE
55877,11863,2025-05-27,Delivered,Website,NONE
55878,13886,2026-04-28,Delivered,Website,NONE
55879,14094,2024-04-20,Delivered,Website,SAVE10
55880,14925,2026-07-20,Delivered,Mobile App,SAVE10
55881,12185,2024-11-17,Delivered,website,NONE
55882,10527,2024-11-12,Shipped,Website,NONE
55883,12427,2025-11-23,Processing,Website,NONE
55884,12203,2024-11-28,Delivered,Marketplace,SAVE10
55885,11038,2025-01-28,Delivered,Website,NONE
55886,12934,2024-07-28,Delivered,Website,NONE
55887,12071,2024-05-10,Delivered,Website,WELCOME5
55888,14408,2026-04-18,Delivered,Website,NONE
55889,10239,2024-04-04,Delivered,Mobile App,WELCOME5
55890,13580,2024-06-07,Delivered,Mobile App,SAVE10
55891,13010,2026-03-11,Delivered,Mobile App,NONE
55892,11157,2026-02-13,Delivered,Mobile App,NONE
55893,11763,2024-07-28,Delivered,Website,SAVE10
55894,14297,2026-03-18,Delivered,Website,NONE
55895,11821,2025-12-04,Delivered,Mobile App,NONE
55896,13322,2024-11-02,Delivered,Website,FEST15
55897,12563,2024-03-17,Shipped,Website,SAVE10
55898,14476,2026-01-23,Delivered,Website,FEST15
55899,13303,2025-10-22,Delivered,Website,NONE
55900,14172,2025-03-15,Delivered,Website,NONE
55901,14518,2024-09-22,Shipped,Marketplace,NONE
55902,10647,2024-12-03,Delivered,Website,NONE
55903,14169,2024-09-21,Shipped,Marketplace,WELCOME5
55904,14803,2026-05-16,Processing,Website,NONE
55905,10182,2024-07-16,Delivered,Website,NONE
55906,12272,2025-03-15,Processing,Mobile App,NONE
55907,11275,2025-09-13,Delivered,Website,BIG20
55908,14913,2024-02-23,Delivered,Marketplace,NONE
55909,11760,2025-05-01,Delivered,Mobile App,WELCOME5
55910,10936,2025-09-07,Delivered,Mobile App,BIG20
55911,10479,2025-05-26,Delivered,Website,NONE
55912,13967,2025-09-30,Delivered,Website,SAVE10
55913,10294,2025-04-18,Delivered,Mobile App,SAVE10
55914,11525,2025-09-07,Delivered,Website,NONE
55915,12772,2026-08-06,Delivered,Website,BIG20
55916,10225,2024-12-15,Delivered,Mobile App,SAVE10
55917,10874,2024-12-12,Delivered,Website,FEST15
55918,14971,2025-10-20,Delivered,Mobile App,SAVE10
55919,12290,2024-03-27,Delivered,Marketplace,NONE
55920,11518,2024-10-09,Cancelled,Mobile App,SAVE10
55921,14349,2024-06-10,Delivered,Website,WELCOME5
55922,10403,2025-03-26,Delivered,Marketplace,FEST15
55923,11321,2024-04-27,Delivered,Marketplace,NONE
55924,14303,2024-07-29,Delivered,Mobile App,NONE
55925,13765,2025-02-16,Shipped,Mobile App,SAVE10
55926,12161,2025-08-17,Delivered,Mobile App,NONE
55927,14904,2025-02-21,Delivered,Website,NONE
55928,12883,2026-02-25,Delivered,Website,NONE
55929,13727,2026-02-14,Delivered,Website,BIG20
55930,14925,2024-04-04,Delivered,Website,SAVE10
55931,12522,2025-11-05,Delivered,Website,NONE
55932,12404,2024-01-27,Delivered,Website,NONE
55933,13319,2024-06-17,Delivered,Website,NONE
55934,10336,2026-01-08,Delivered,Website,WELCOME5
55935,12144,2025-07-19,Delivered,Mobile App,NONE
55936,13456,2024-11-09,Delivered,Website,NONE
55937,11895,2024-05-28,Delivered,Marketplace,SAVE10
55938,13553,2024-11-10,Delivered,Mobile App,FEST15
55939,12017,2026-01-25,Processing,Marketplace,NONE
55940,10972,2025-07-01,Delivered,Website,NONE
55941,10732,2024-05-06,Delivered,Website,NONE
55942,12728,2025-04-17,Delivered,Mobile App,NONE
55943,10968,2024-07-14,Delivered,Mobile App,NONE
55944,11847,2024-04-27,Shipped,Website,SAVE10
55945,12600,2024-03-24,Delivered,Mobile App,NONE
55946,10250,2026-01-07,Delivered,Mobile App,SAVE10
55947,12103,2024-06-04,Delivered,Marketplace,WELCOME5
55948,11559,2024-06-19,Shipped,Mobile App,NONE
55949,11570,2026-04-20,Shipped,Mobile App,BIG20
55950,14548,2026-03-12,Processing,Website,NONE
55951,14625,2025-05-02,Shipped,Website,NONE
55952,11502,2026-01-11,Delivered,Website,NONE
55953,14405,2024-01-23,Delivered,Website,SAVE10
55954,11116,2024-06-11,Delivered,Marketplace,FEST15
55955,11735,2024-12-08,Delivered,Website,NONE
55956,14705,2026-01-05,Delivered,Mobile App,SAVE10
55957,10509,2024-03-28,Delivered,Marketplace,NONE
55958,11912,2025-10-03,Cancelled,Website,BIG20
55959,14026,2024-03-09,Delivered,Website,NONE
55960,14703,2026-08-10,Delivered,Marketplace,NONE
55961,14743,2024-07-21,Delivered,Mobile App,NONE
55962,14402,2025-11-21,Delivered,Mobile App,NONE
55963,14823,2025-08-26,Shipped,Mobile App,NONE
55964,12353,2025-01-13,Delivered,Website,NONE
55965,11616,2026-01-10,Delivered,Mobile App,NONE
55966,11925,2025-08-24,Shipped,Website,NONE
55967,10604,2025-03-12,Delivered,Mobile App,NONE
55968,10689,2025-10-04,Delivered,Website,WELCOME5
55969,14869,2024-10-05,Delivered,Mobile App,NONE
55970,10954,2025-12-24,Shipped,Mobile App,FEST15
55971,13082,2025-11-10,Delivered,Website,NONE
55972,11163,2025-03-30,Delivered,Website,WELCOME5
55973,13321,2025-09-30,Delivered,Mobile App,FEST15
55974,12352,2026-03-13,Processing,Website,BIG20
55975,10526,2025-09-14,Shipped,Website,FEST15
55976,11861,2024-10-05,Processing,Website,FEST15
55977,13654,2024-09-25,Delivered,Website,SAVE10
55978,14002,2026-07-23,Delivered,Website,FEST15
55979,11448,2026-02-23,Delivered,Website,NONE
55980,11484,2024-10-28,Delivered,Mobile App,NONE
55981,13649,2025-11-26,Shipped,Website,NONE
55982,12123,2024-02-06,Delivered,Website,FEST15
55983,10351,2025-11-02,Delivered,Website,NONE
55984,10614,2024-07-13,Delivered,Website,WELCOME5
55985,11869,2024-10-28,Delivered,Mobile App,NONE
55986,11357,2026-06-18,Delivered,Mobile App,FEST15
55987,10595,2024-05-14,Delivered,Website,NONE
55988,13916,2026-02-05,Shipped,Mobile App,WELCOME5
55989,12295,2025-01-25,Delivered,Website,BIG20
55990,13536,2025-03-02,Delivered,Mobile App,FEST15
55991,10010,2025-03-23,Delivered,Website,WELCOME5
55992,12012,2026-05-28,Delivered,Marketplace,FEST15
55993,12391,2025-04-30,Delivered,Website,NONE
55994,12888,2024-08-27,Delivered,Website,NONE
55995,14841,2024-01-08,Shipped,Website,SAVE10
55996,12292,2024-08-14,Delivered,Website,NONE
55997,12447,2024-06-02,Delivered,Mobile App,NONE
55998,14477,2024-05-05,Delivered,Mobile App,NONE
55999,11993,2026-08-21,Delivered,Mobile App,NONE
56000,11974,2025-03-05,Cancelled,Website,SAVE10
56001,10799,2026-08-27,Shipped,Website,NONE
56002,13611,2025-05-13,Shipped,Website,WELCOME5
56003,10098,2024-07-31,Delivered,Marketplace,NONE
56004,11093,2024-05-20,Shipped,Website,NONE
56005,12091,2026-01-07,Delivered,Marketplace,BIG20
56006,12171,2024-04-21,Delivered,Marketplace,WELCOME5
56007,10193,2024-02-20,Delivered,Website,NONE
56008,12647,2025-01-13,Delivered,Marketplace,WELCOME5
56009,14860,2024-11-01,Delivered,Mobile App,WELCOME5
56010,10524,2024-08-13,Delivered,Website,NONE
56011,12468,2025-05-13,Delivered,Mobile App,WELCOME5
56012,12938,2025-07-11,Delivered,Website,NONE
56013,11621,2025-02-25,Delivered,Website,NONE
56014,12874,2025-05-23,Delivered,Website,NONE
56015,11705,2025-10-10,Delivered,Mobile App,NONE
56016,10794,2024-06-06,Delivered,Website,NONE
56017,14203,2024-12-24,Delivered,Marketplace,FEST15
56018,14994,2024-01-13,Processing,Mobile App,NONE
56019,11930,2026-07-28,Delivered,Mobile App,FEST15
56020,10463,2025-09-17,Delivered,Mobile App,SAVE10
56021,10818,2026-02-17,Delivered,Marketplace,SAVE10
56022,14477,2026-01-19,Delivered,Website,FEST15
56023,14405,2024-01-06,Delivered,Mobile App,FEST15
56024,12458,2025-04-18,Shipped,Website,NONE
56025,14357,2026-04-23,Processing,Marketplace,SAVE10
56026,11114,2025-07-12,Delivered,Website,NONE
56027,12002,2025-08-02,Delivered,Mobile App,FEST15
56028,10564,2026-07-21,Delivered,Mobile App,FEST15
56029,12725,2025-12-28,Delivered,Mobile App,BIG20
56030,13498,2026-01-14,Shipped,Website,NONE
56031,14808,2026-02-13,Delivered,Website,NONE
56032,13773,2024-11-19,Shipped,Mobile App,WELCOME5
56033,13325,2026-08-02,Delivered,Website,NONE
56034,13368,2026-04-04,Delivered,Mobile App,SAVE10
56035,13146,2024-02-01,Delivered,Mobile App,BIG20
56036,12100,2025-06-16,Delivered,Website,SAVE10
56037,12501,2024-08-28,Delivered,Website,NONE
56038,10863,2025-05-21,Delivered,Website,NONE
56039,10101,2026-02-23,Shipped,Marketplace,NONE
56040,13948,2025-11-02,Delivered,Mobile App,SAVE10
56041,12481,2026-02-14,Delivered,Mobile App,BIG20
56042,14357,2025-02-20,Delivered,Marketplace,NONE
56043,10609,2024-03-16,Delivered,Website,NONE
56044,11960,2026-05-04,Processing,Website,FEST15
56045,11287,2024-03-17,Shipped,Website,WELCOME5
56046,14207,2024-06-11,Delivered,Website,WELCOME5
56047,11885,2025-12-01,Delivered,Website,FEST15
56048,13179,2025-02-13,Delivered,Website,NONE
56049,10422,2025-04-07,Delivered,Mobile App,NONE
56050,12635,2024-03-03,Delivered,Website,SAVE10
56051,12207,2024-06-14,Delivered,Mobile App,NONE
56052,13054,2025-11-15,Delivered,Website,NONE
56053,12927,2025-07-03,Shipped,Mobile App,NONE
56054,10539,2024-09-19,Delivered,Mobile App,NONE
56055,10251,2025-01-23,Shipped,Website,FEST15
56056,10627,2025-02-16,Processing,Mobile App,SAVE10
56057,11089,2026-06-14,Shipped,Mobile App,NONE
56058,13634,2026-05-09,Shipped,Website,BIG20
56059,11346,2025-04-10,Delivered,Website,NONE
56060,14850,2024-06-29,Delivered,Website,SAVE10
56061,10434,2025-07-04,Delivered,Marketplace,SAVE10
56062,12540,2024-01-03,Delivered,Website,NONE
56063,13580,2025-09-19,Delivered,Mobile App,WELCOME5
56064,10271,2025-07-14,Processing,Mobile App,SAVE10
56065,12571,2026-05-21,Delivered,Website,NONE
56066,10341,2025-02-28,Delivered,Website,NONE
56067,13950,2025-06-28,Delivered,Website,BIG20
56068,12337,2024-02-23,Shipped,Website,BIG20
56069,14324,2026-03-10,Processing,Website,FEST15
56070,13289,2024-10-14,Delivered,Mobile App,
56071,11585,2026-01-04,Delivered,Mobile App,SAVE10
56072,10775,2024-08-19,Shipped,Website,NONE
56073,10792,2024-12-03,Delivered,Website,WELCOME5
56074,10166,2024-09-09,Delivered,Mobile App,FEST15
56075,11502,2026-05-21,Shipped,Website,NONE
56076,13648,2026-02-04,Delivered,Mobile App,NONE
56077,11774,2025-11-13,Processing,Website,FEST15
56078,10731,2024-10-22,Processing,Mobile App,BIG20
56079,10401,2025-12-12,Delivered,Mobile App,FEST15
56080,12191,2025-04-19,Delivered,Marketplace,
56081,11050,2025-11-24,Delivered,Website,FEST15
56082,13671,2024-09-14,Delivered,Website,FEST15
56083,11685,2025-06-07,Delivered,Mobile App,FEST15
56084,10627,2026-07-11,Delivered,Website,BIG20
56085,11364,2024-03-17,Delivered,Website,SAVE10
56086,12214,2026-01-20,Shipped,Mobile App,NONE
56087,10189,2025-11-08,Delivered,Website,FEST15
56088,10558,2025-02-14,Delivered,Mobile App,WELCOME5
56089,14805,2026-06-01,Delivered,Website,SAVE10
56090,11738,2025-12-06,Delivered,Mobile App,NONE
56091,13741,2025-05-26,Delivered,Website,NONE
56092,14563,2024-11-01,Shipped,Website,WELCOME5
56093,10568,2025-10-27,Delivered,Website,NONE
56094,13431,2024-03-20,Processing,Website,BIG20
56095,14166,2024-09-06,Delivered,Mobile App,NONE
56096,10116,2025-02-21,Delivered,Website,SAVE10
56097,11555,2024-08-05,Shipped,Website,NONE
56098,10673,2025-07-01,Delivered,Website,NONE
56099,10160,2026-04-25,Delivered,Website,NONE
56100,11470,2024-12-04,Delivered,Website,NONE
56101,10915,2025-01-29,Processing,Mobile App,NONE
56102,14478,2025-01-24,Delivered,Mobile App,WELCOME5
56103,11187,2025-12-03,Delivered,Website,BIG20
56104,13736,2025-11-23,Processing,Mobile App,SAVE10
56105,10258,2024-08-15,Delivered,Website,WELCOME5
56106,13088,2026-05-18,Shipped,Website,WELCOME5
56107,13475,2025-09-20,Delivered,Website,NONE
56108,10763,2026-05-17,Delivered,Mobile App,NONE
56109,12156,2026-04-29,Delivered,Website,WELCOME5
56110,14645,2025-07-12,Delivered,Website,SAVE10
56111,13071,2025-11-13,Delivered,Mobile App,FEST15
56112,14041,2025-09-02,Processing,Website,SAVE10
56113,12124,2025-08-14,Delivered,Mobile App,NONE
56114,11198,2025-05-31,Delivered,Website,NONE
56115,12350,2024-08-12,Delivered,Website,NONE
56116,12022,2024-12-26,Delivered,Mobile App,SAVE10
56117,14915,2025-11-15,Delivered,Website,NONE
56118,12142,2025-12-17,Delivered,Mobile App,NONE
56119,13137,2025-03-29,Delivered,Website,NONE
56120,12938,2024-04-17,Delivered,Mobile App,SAVE10
56121,11858,2024-05-10,Delivered,Mobile App,NONE
56122,11875,2026-05-17,Delivered,Website,SAVE10
56123,14224,2024-05-02,Delivered,Mobile App,FEST15
56124,11051,2024-10-02,Delivered,Website,FEST15
56125,12080,2024-03-01,Delivered,Marketplace,WELCOME5
56126,13335,2024-07-31,Delivered,Website,NONE
56127,10283,2026-03-25,Delivered,Website,NONE
56128,13388,2024-09-22,Delivered,Marketplace,NONE
56129,14164,2026-03-21,Shipped,Mobile App,NONE
56130,12212,2026-02-26,Delivered,Mobile App,NONE
56131,12915,2025-11-10,Delivered,Website,
56132,12434,2024-09-17,Delivered,Website,BIG20
56133,13330,2026-08-25,Delivered,Marketplace,NONE
56134,10254,2025-08-14,Delivered,Mobile App,BIG20
56135,13087,2026-01-16,Delivered,Mobile App,NONE
56136,12281,2024-11-28,Delivered,Marketplace,NONE
56137,10179,2025-10-05,Delivered,Mobile App,SAVE10
56138,14002,2025-09-28,Delivered,Mobile App,NONE
56139,10759,2025-08-02,Delivered,Website,FEST15
56140,12958,2025-07-27,Shipped,Website,WELCOME5
56141,14252,2025-11-12,Delivered,Mobile App,SAVE10
56142,14604,2026-08-25,Delivered,Marketplace,WELCOME5
56143,13141,2026-04-23,Delivered,Website,NONE
56144,13583,2024-10-28,Shipped,Mobile App,NONE
56145,12925,2026-05-12,Delivered,Website,NONE
56146,13889,2024-12-05,Delivered,Website,BIG20
56147,14880,2024-08-29,Shipped,Website,SAVE10
56148,12293,2024-07-11,Delivered,Website,FEST15
56149,12065,2025-11-13,Cancelled,Website,WELCOME5
56150,10868,2025-03-25,Delivered,Website,FEST15
56151,14897,2026-03-14,Delivered,Mobile App,SAVE10
56152,14561,2026-03-23,Shipped,Website,FEST15
56153,13532,2025-06-06,Delivered,Mobile App,NONE
56154,13296,2024-07-23,Delivered,Website,SAVE10
56155,11024,2024-04-18,Delivered,Website,WELCOME5
56156,14548,2026-07-21,Delivered,Website,NONE
56157,10290,2024-10-24,Delivered,Mobile App,FEST15
56158,13088,2024-01-13,Delivered,Website,FEST15
56159,11268,2025-01-19,Delivered,Marketplace,NONE
56160,12273,2026-02-19,Delivered,Website,SAVE10
56161,10476,2024-03-29,Delivered,Website,NONE
56162,10674,2025-11-01,Delivered,Website,NONE
56163,11885,2025-02-07,Delivered,Website,SAVE10
56164,11989,2026-05-28,Shipped,Website,NONE
56165,14408,2025-03-11,Delivered,Marketplace,SAVE10
56166,12988,2025-05-21,Shipped,Website,NONE
56167,10157,2025-03-19,Delivered,Website,NONE
56168,14654,2025-10-22,Shipped,Website,FEST15
