order_item_id,order_id,product_id,quantity,unit_price_inr,discount_pct,line_sales_inr,line_cost_inr
98006,55198,20947,1,662.0,0,662.0,387.0
98007,55198,20962,1,5244.0,5,4981.8,4419.0
98008,55198,20540,2,648.0,15,1101.6,766.0
98009,55199,21284,1,336.0,25,252.0,185.0
98010,55199,20859,1,688.0,20,550.4,379.0
98011,55200,21484,1,847.0,0,847.0,619.0
98012,55201,21308,3,1984.0,10,5356.8,3759.0
98013,55201,20409,1,4792.0,0,4792.0,3675.0
98014,55202,21006,1,1809.0,0,1809.0,1313.0
98015,55202,20361,2,1083.0,5,2057.7,1684.0
98016,55203,21161,1,1224.0,5,1162.8,1011.0
98017,55203,20409,2,4792.0,20,7667.2,7350.0
98018,55203,21293,1,2143.0,15,1821.55,1452.0
98019,55204,21213,1,1892.0,15,1608.2,1351.0
98020,55204,20357,3,2124.0,15,5416.2,4794.0
98021,55205,20680,1,823.0,15,699.55,666.0
98022,55206,21103,1,706.0,10,635.4,560.0
98023,55206,20853,2,2498.0,0,4996.0,4196.0
98024,55206,21090,1,1431.0,0,1431.0,942.0
98025,55207,21151,2,1197.0,0,2394.0,1768.0
98026,55208,21192,1,1003.0,0,1003.0,614.0
98027,55209,20722,1,1145.0,15,973.25,875.0
98028,55210,20526,2,1641.0,5,3117.9,2122.0
98029,55211,21472,2,1558.0,10,2804.4,1996.0
98030,55211,21272,2,1746.0,0,3492.0,2418.0
98031,55211,20631,1,1004.0,0,1004.0,558.0
98032,55212,20189,1,835.0,5,793.25,641.0
98033,55212,21324,3,3096.0,0,9288.0,5688.0
98034,55213,21155,1,868.0,0,868.0,515.0
98035,55214,20393,1,3012.0,0,3012.0,1758.0
98036,55215,20228,1,3219.0,0,3219.0,2167.0
98037,55215,20197,1,3012.0,0,3012.0,2336.0
98038,55216,20153,1,636.0,5,604.2,488.0
98039,55216,20776,1,1821.0,0,1821.0,1420.0
98040,55217,21217,1,2494.0,15,2119.9,1413.0
98041,55218,21333,2,1045.0,0,2090.0,1520.0
98042,55219,20600,1,985.0,10,886.5,803.0
98043,55219,20387,3,689.0,15,1756.95,1293.0
98044,55219,20973,3,582.0,0,1746.0,1398.0
98045,55220,20959,3,1418.0,10,3828.6,2889.0
98046,55221,20923,2,1070.0,5,2033.0,1476.0
98047,55221,20408,1,1141.0,5,1083.95,882.0
98048,55222,20902,2,858.0,20,1372.8,1160.0
98049,55223,20613,1,1610.0,5,1529.5,1214.0
98050,55224,20705,3,2603.0,0,7809.0,6297.0
98051,55225,20197,1,3012.0,10,2710.8,2336.0
98052,55226,21139,1,1249.0,10,1124.1,972.0
98053,55226,20065,3,2905.0,15,7407.75,6687.0
98054,55227,20441,1,993.0,0,993.0,707.0
98055,55227,20906,2,450.0,20,720.0,700.0
98056,55227,21065,1,2891.0,0,2891.0,1974.0
98057,55228,20846,2,4384.0,0,8768.0,6678.0
98058,55229,20487,4,1873.0,10,6742.8,4140.0
98059,55230,20461,1,1744.0,10,1569.6,1241.0
98060,55230,20192,1,2242.0,0,2242.0,1449.0
98061,55231,20061,1,803.0,10,722.7,536.0
98062,55232,20264,1,1826.0,0,1826.0,1451.0
98063,55233,20289,1,384.0,5,364.8,300.0
98064,55234,20595,1,2247.0,25,1685.25,1561.0
98065,55235,20090,1,1724.0,5,1637.8,1181.0
98066,55235,20563,4,2200.0,5,8360.0,5684.0
98067,55236,21386,1,1214.0,15,1031.9,761.0
98068,55237,21164,1,1426.0,15,1212.1,1106.0
98069,55238,20685,1,1174.0,15,997.9,907.0
98070,55239,20543,2,1669.0,0,3338.0,2038.0
98071,55239,20534,1,2000.0,10,1800.0,1552.0
98072,55240,21170,3,1543.0,10,4166.1,3603.0
98073,55240,21019,1,1159.0,0,1159.0,973.0
98074,55241,20111,4,3139.0,0,12556.0,10320.0
98075,55242,20746,3,2174.0,10,5869.8,5412.0
98076,55243,20388,2,2311.0,10,4159.8,2596.0
98077,55244,20170,1,735.0,0,735.0,437.0
98078,55245,21475,1,744.0,0,744.0,605.0
98079,55246,20416,1,1981.0,5,1881.95,1500.0
98080,55247,20491,1,1189.0,5,1129.55,742.0
98081,55247,21081,1,2530.0,0,2530.0,2144.0
98082,55248,20613,1,1610.0,0,1610.0,1214.0
98083,55248,21230,1,1481.0,0,1481.0,1080.0
98084,55248,20656,2,565.0,0,1130.0,832.0
98085,55249,20918,1,588.0,0,588.0,378.0
98086,55250,21231,1,2300.0,15,1955.0,1372.0
98087,55251,21101,2,1631.0,0,3262.0,2000.0
98088,55252,21065,3,2891.0,10,7805.7,5922.0
98089,55253,20161,2,2304.0,0,4608.0,3714.0
98090,55253,20222,3,3084.0,0,9252.0,5136.0
98091,55254,21067,2,1271.0,10,2287.8,1808.0
98092,55254,21296,4,1603.0,15,5450.2,3576.0
98093,55255,21003,1,735.0,5,698.25,472.0
98094,55255,20490,1,713.0,0,713.0,596.0
98095,55256,20987,1,783.0,20,626.4,621.0
98096,55256,21351,1,2683.0,20,2146.4,1807.0
98097,55256,20119,1,2151.0,0,2151.0,1739.0
98098,55257,21300,4,2863.0,0,11452.0,7476.0
98099,55258,20395,2,4697.0,5,8924.3,7636.0
98100,55258,20119,1,2151.0,0,2151.0,1739.0
98101,55259,20684,1,927.0,15,787.95,677.0
98102,55259,20690,2,643.0,10,1157.4,868.0
98103,55260,21209,2,2659.0,0,5318.0,3310.0
98104,55260,21233,3,1112.0,10,3002.4,2559.0
98105,55261,20152,1,884.0,0,884.0,732.0
98106,55262,21121,1,1429.0,15,1214.65,890.0
98107,55263,20203,4,2082.0,5,7911.6,4872.0
98108,55263,20906,4,450.0,0,1800.0,1400.0
98109,55264,20214,1,737.0,15,626.45,551.0
98110,55265,21439,1,891.0,0,891.0,524.0
98111,55265,20361,2,1083.0,10,1949.4,1684.0
98112,55266,20118,1,2923.0,0,2923.0,2284.0
98113,55266,21150,1,1002.0,25,751.5,655.0
98114,55266,21268,1,1402.0,0,1402.0,973.0
98115,55267,20495,1,701.0,15,595.85,407.0
98116,55267,21306,1,254.0,0,254.0,204.0
98117,55268,21237,3,1318.0,5,3756.3,2628.0
98118,55268,20470,1,904.0,5,858.8,594.0
98119,55269,20434,1,1154.0,5,1096.3,949.0
98120,55269,20028,1,2454.0,15,2085.9,1648.0
98121,55269,20613,3,1610.0,15,4105.5,3642.0
98122,55270,21337,2,2044.0,10,3679.2,2540.0
98123,55270,20604,1,1903.0,5,1807.85,1551.0
98124,55271,20913,1,981.0,20,784.8,550.0
98125,55271,20244,1,998.0,0,998.0,826.0
98126,55272,20343,3,848.0,10,2289.6,1968.0
98127,55272,20098,1,590.0,5,560.5,347.0
98128,55273,21428,1,2052.0,25,1539.0,1613.0
98129,55273,21360,1,1275.0,10,1147.5,923.0
98130,55273,20531,2,3319.0,0,6638.0,5316.0
98131,55274,21297,1,1765.0,15,1500.25,1190.0
98132,55275,20511,2,3216.0,10,5788.8,4232.0
98133,55276,21151,1,1197.0,0,1197.0,884.0
98134,55277,21114,2,1814.0,10,3265.2,2340.0
98135,55278,21074,1,1676.0,10,1508.4,1064.0
98136,55278,20783,2,1714.0,15,2913.8,2808.0
98137,55279,21044,1,1761.0,15,1496.85,1045.0
98138,55280,21254,1,482.0,5,457.9,399.0
98139,55281,20698,2,1224.0,5,2325.6,2076.0
98140,55282,21008,1,1623.0,0,1623.0,904.0
98141,55283,20331,3,5731.0,5,16333.35,9783.0
98142,55284,20374,3,696.0,15,1774.8,1755.0
98143,55285,21365,2,994.0,10,1789.2,1536.0
98144,55286,20008,1,2649.0,0,2649.0,1619.0
98145,55287,21314,2,1234.0,0,2468.0,1778.0
98146,55288,20904,1,1481.0,0,1481.0,1081.0
98147,55288,21374,1,2194.0,10,1974.6,1795.0
98148,55289,21266,1,451.0,0,451.0,372.0
98149,55289,20114,1,1240.0,0,1240.0,982.0
98150,55289,20843,2,1336.0,0,2672.0,1982.0
98151,55290,20208,1,484.0,0,484.0,332.0
98152,55291,21139,1,1249.0,0,1249.0,972.0
98153,55291,21492,1,646.0,15,549.1,391.0
98154,55292,20280,1,592.0,0,592.0,403.0
98155,55293,20135,1,500.0,10,450.0,369.0
98156,55293,20804,2,769.0,20,1230.4,876.0
98157,55294,20498,1,1072.0,20,857.6,886.0
98158,55295,21259,2,924.0,0,1848.0,1514.0
98159,55295,20463,1,1316.0,0,1316.0,969.0
98160,55295,21080,1,3238.0,0,3238.0,2410.0
98161,55296,20068,1,1292.0,5,1227.4,812.0
98162,55297,20377,3,1961.0,20,4706.4,4503.0
98163,55298,20787,1,577.0,0,577.0,484.0
98164,55298,20283,2,4044.0,10,7279.2,6606.0
98165,55299,21186,2,2016.0,0,4032.0,2438.0
98166,55300,20931,1,1839.0,10,1655.1,1405.0
98167,55301,20467,1,1759.0,5,1671.05,1436.0
98168,55302,20072,1,530.0,0,530.0,420.0
98169,55303,20689,2,4242.0,0,8484.0,5968.0
98170,55304,20134,1,298.0,10,268.2,168.0
98171,55305,20161,1,2304.0,0,2304.0,1857.0
98172,55306,20816,2,1474.0,0,2948.0,2486.0
98173,55307,21267,2,788.0,15,1339.6,1132.0
98174,55308,20053,1,1028.0,0,1028.0,624.0
98175,55308,21121,2,1429.0,20,2286.4,1780.0
98176,55309,20054,1,538.0,0,538.0,360.0
98177,55310,20391,3,2428.0,15,6191.4,4860.0
98178,55311,20177,1,3746.0,15,3184.1,2462.0
98179,55312,20084,1,1178.0,0,1178.0,877.0
98180,55313,20251,1,3152.0,0,3152.0,2004.0
98181,55314,20517,1,1247.0,0,1247.0,744.0
98182,55315,20616,1,776.0,10,698.4,475.0
98183,55316,20410,1,1134.0,10,1020.6,628.0
98184,55316,20990,1,1196.0,15,1016.6,788.0
98185,55317,20849,1,4670.0,0,4670.0,3964.0
98186,55318,20042,2,778.0,10,1400.4,958.0
98187,55319,21449,1,1387.0,20,1109.6,963.0
98188,55320,20343,1,848.0,0,848.0,656.0
98189,55321,20086,1,1928.0,10,1735.2,1512.0
98190,55322,21040,1,4304.0,0,4304.0,3469.0
98191,55322,21369,2,1602.0,20,2563.2,1788.0
98192,55323,20687,1,1332.0,0,1332.0,796.0
98193,55324,20916,1,965.0,0,965.0,531.0
98194,55324,20007,1,4317.0,0,4317.0,2414.0
98195,55325,20133,1,1392.0,10,1252.8,874.0
98196,55326,20488,1,1947.0,0,1947.0,1466.0
98197,55327,20233,1,699.0,0,699.0,528.0
98198,55327,21325,4,2132.0,0,8528.0,4776.0
98199,55328,20060,4,2261.0,5,8591.8,7120.0
98200,55328,20075,1,876.0,5,832.2,723.0
98201,55329,20885,1,3990.0,0,3990.0,3143.0
98202,55330,20718,1,809.0,0,809.0,654.0
98203,55331,20699,2,556.0,0,1112.0,680.0
98204,55331,20011,1,1066.0,20,852.8,721.0
98205,55331,20991,1,842.0,0,842.0,610.0
98206,55332,20696,1,288.0,0,288.0,194.0
98207,55332,21293,1,2143.0,25,1607.25,1452.0
98208,55333,20462,3,1897.0,0,5691.0,3876.0
98209,55334,20906,3,450.0,10,1215.0,1050.0
98210,55335,20395,1,4697.0,0,4697.0,3818.0
98211,55336,21296,1,1603.0,15,1362.55,894.0
98212,55337,20891,4,937.0,25,2811.0,2728.0
98213,55337,21198,1,1027.0,20,821.6,836.0
98214,55338,20311,1,613.0,15,521.05,506.0
98215,55338,20613,1,1610.0,0,1610.0,1214.0
98216,55339,21385,1,429.0,20,343.2,268.0
98217,55339,21458,1,2271.0,0,2271.0,1276.0
98218,55339,21027,1,1015.0,15,862.75,709.0
98219,55340,20544,1,1511.0,20,1208.8,963.0
98220,55341,20425,2,1331.0,0,2662.0,1764.0
98221,55342,20566,2,2246.0,0,4492.0,2964.0
98222,55342,20810,3,2591.0,10,6995.7,5502.0
98223,55343,20561,2,2394.0,20,3830.4,2720.0
98224,55343,20674,2,781.0,10,1405.8,1174.0
98225,55344,20935,2,1808.0,0,3616.0,2622.0
98226,55344,20058,1,597.0,0,597.0,471.0
98227,55345,20561,2,2394.0,15,4069.8,2720.0
98228,55346,20229,1,1248.0,0,1248.0,924.0
98229,55347,21057,2,618.0,25,927.0,924.0
98230,55348,20982,2,767.0,10,1380.6,970.0
98231,55348,20283,1,4044.0,15,3437.4,3303.0
98232,55349,20447,1,926.0,5,879.7,740.0
98233,55349,21204,1,1117.0,15,949.45,700.0
98234,55350,20672,2,655.0,0,1310.0,884.0
98235,55350,20565,1,2273.0,15,1932.05,1717.0
98236,55351,20446,1,1114.0,0,1114.0,829.0
98237,55352,20961,2,3123.0,10,5621.4,4390.0
98238,55353,20347,2,1685.0,0,3370.0,2274.0
98239,55353,21216,1,5292.0,20,4233.6,3454.0
98240,55354,20023,1,3520.0,0,3520.0,2146.0
98241,55354,20883,1,855.0,0,855.0,537.0
98242,55355,21043,1,802.0,0,802.0,474.0
98243,55356,20068,4,1292.0,5,4909.6,3248.0
98244,55356,21377,1,772.0,10,694.8,656.0
98245,55357,20378,3,1526.0,5,4349.1,2802.0
98246,55358,20355,1,599.0,20,479.2,342.0
98247,55358,20465,1,3524.0,10,3171.6,2351.0
98248,55359,20281,1,3295.0,0,3295.0,2632.0
98249,55359,20668,1,3832.0,0,3832.0,2753.0
98250,55360,21385,2,429.0,0,858.0,536.0
98251,55360,21185,1,502.0,15,426.7,400.0
98252,55361,21125,1,872.0,0,872.0,720.0
98253,55362,20580,1,907.0,0,907.0,531.0
98254,55362,20401,3,332.0,10,896.4,654.0
98255,55363,21037,1,998.0,20,798.4,652.0
98256,55364,21196,1,1234.0,10,1110.6,1008.0
98257,55365,21298,1,3921.0,5,3724.95,2752.0
98258,55366,20223,1,770.0,10,693.0,534.0
98259,55366,21205,1,915.0,0,915.0,744.0
98260,55366,20337,1,1285.0,10,1156.5,1035.0
98261,55367,21292,1,2222.0,5,2110.9,1427.0
98262,55368,21220,1,2006.0,5,1905.7,1286.0
98263,55369,20845,2,5494.0,0,10988.0,7288.0
98264,55369,20346,3,2923.0,10,7892.1,6282.0
98265,55370,20197,1,3012.0,0,3012.0,2336.0
98266,55371,20056,1,2410.0,5,2289.5,1705.0
98267,55372,20220,1,1389.0,0,1389.0,1088.0
98268,55372,20023,1,3520.0,0,3520.0,2146.0
98269,55372,20225,1,490.0,0,490.0,310.0
98270,55373,20420,1,1759.0,15,1495.15,1404.0
98271,55374,20524,1,1589.0,0,1589.0,952.0
98272,55374,20933,1,890.0,5,845.5,510.0
98273,55375,20221,1,3948.0,0,3948.0,3192.0
98274,55375,21445,1,3086.0,5,2931.7,2077.0
98275,55376,21363,2,2486.0,5,4723.4,3956.0
98276,55376,21194,1,3159.0,0,3159.0,1947.0
98277,55377,21062,3,4068.0,10,10983.6,8016.0
98278,55378,21225,1,1206.0,5,1145.7,945.0
98279,55378,20291,2,2746.0,0,5492.0,3408.0
98280,55379,20863,2,543.0,0,1086.0,780.0
98281,55380,20796,1,1163.0,10,1046.7,755.0
98282,55380,20251,1,3152.0,10,2836.8,2004.0
98283,55381,20709,1,2000.0,5,1900.0,1113.0
98284,55382,20844,1,1002.0,10,901.8,610.0
98285,55382,20185,1,1911.0,5,1815.45,1147.0
98286,55383,20296,2,1029.0,0,2058.0,1240.0
98287,55384,20646,2,517.0,10,930.6,572.0
98288,55385,20991,1,842.0,0,842.0,610.0
98289,55385,21003,1,735.0,20,588.0,472.0
98290,55386,20860,1,2356.0,25,1767.0,1542.0
98291,55387,20772,1,558.0,5,530.1,342.0
98292,55388,20641,1,980.0,0,980.0,785.0
98293,55389,20886,2,5837.0,0,11674.0,8490.0
98294,55389,20992,1,716.0,10,644.4,561.0
98295,55390,20335,2,892.0,0,1784.0,1490.0
98296,55390,21098,1,2604.0,0,2604.0,2022.0
98297,55391,21144,4,537.0,0,2148.0,1492.0
98298,55392,20056,1,2410.0,0,2410.0,1705.0
98299,55392,21200,1,2203.0,0,2203.0,1758.0
98300,55393,21421,1,1964.0,0,1964.0,1164.0
98301,55393,20669,2,2806.0,10,5050.8,3578.0
98302,55394,20334,1,3100.0,5,2945.0,2118.0
98303,55395,20814,1,3709.0,10,3338.1,2398.0
98304,55395,20416,1,1981.0,20,1584.8,1500.0
98305,55396,20843,2,1336.0,0,2672.0,1982.0
98306,55397,21128,1,450.0,0,450.0,283.0
98307,55398,20339,3,768.0,10,2073.6,1791.0
98308,55398,20636,1,1201.0,0,1201.0,1016.0
98309,55399,21243,2,1022.0,15,1737.4,1526.0
98310,55399,21029,2,686.0,20,1097.6,1090.0
98311,55400,21115,1,1349.0,15,1146.65,843.0
98312,55401,21001,1,1084.0,0,1084.0,754.0
98313,55402,20323,1,968.0,0,968.0,785.0
98314,55403,20901,1,2480.0,5,2356.0,1709.0
98315,55404,21300,1,2863.0,5,2719.85,1869.0
98316,55404,20916,2,965.0,5,1833.5,1062.0
98317,55404,20310,1,705.0,5,669.75,445.0
98318,55405,20004,1,657.0,25,492.75,497.0
98319,55405,20743,2,2071.0,0,4142.0,2478.0
98320,55406,21452,3,2395.0,5,6825.75,4719.0
98321,55406,20521,2,1448.0,0,2896.0,1868.0
98322,55407,20245,2,2690.0,5,5111.0,4310.0
98323,55407,20991,1,842.0,10,757.8,610.0
98324,55408,20733,1,1009.0,0,1009.0,768.0
98325,55409,20294,2,2253.0,0,4506.0,3722.0
98326,55410,20995,1,1081.0,0,1081.0,739.0
98327,55411,21202,1,311.0,5,295.45,178.0
98328,55411,20195,2,400.0,15,680.0,510.0
98329,55412,21480,2,1160.0,20,1856.0,1828.0
98330,55413,20717,1,1876.0,0,1876.0,1358.0
98331,55413,21445,2,3086.0,0,6172.0,4154.0
98332,55414,20014,1,1029.0,5,977.55,750.0
98333,55414,20824,1,1856.0,5,1763.2,1169.0
98334,55415,20127,1,1019.0,0,1019.0,738.0
98335,55415,20854,1,908.0,0,908.0,539.0
98336,55415,20613,2,1610.0,0,3220.0,2428.0
98337,55416,20453,3,3191.0,10,8615.7,6189.0
98338,55417,21297,2,1765.0,0,3530.0,2380.0
98339,55417,20092,1,2096.0,20,1676.8,1281.0
98340,55417,21191,2,1111.0,10,1999.8,1412.0
98341,55418,20715,2,2461.0,10,4429.8,3096.0
98342,55419,20199,2,2272.0,5,4316.8,3436.0
98343,55419,20656,1,565.0,10,508.5,416.0
98344,55420,21161,1,1224.0,0,1224.0,1011.0
98345,55421,20539,1,761.0,10,684.9,630.0
98346,55421,20001,1,2864.0,0,2864.0,1865.0
98347,55422,21279,1,923.0,5,876.85,599.0
98348,55423,20156,1,1113.0,0,1113.0,857.0
98349,55424,20009,1,4392.0,0,4392.0,3167.0
98350,55425,21138,1,1917.0,0,1917.0,1177.0
98351,55426,21356,1,1180.0,10,1062.0,843.0
98352,55426,21330,1,4013.0,10,3611.7,3381.0
98353,55427,21179,2,2482.0,0,4964.0,2904.0
98354,55428,20629,1,3317.0,10,2985.3,1922.0
98355,55428,20430,1,909.0,0,909.0,700.0
98356,55429,20310,1,705.0,5,669.75,445.0
98357,55430,21349,1,869.0,15,738.65,527.0
98358,55431,20242,1,1229.0,0,1229.0,687.0
98359,55431,21172,2,956.0,10,1720.8,1174.0
98360,55432,20428,1,1300.0,15,1105.0,1021.0
98361,55432,20442,1,4927.0,10,4434.3,3997.0
98362,55433,20392,2,892.0,0,1784.0,1514.0
98363,55433,21228,2,557.0,15,946.9,634.0
98364,55434,21472,1,1558.0,0,1558.0,998.0
98365,55435,20855,2,1468.0,10,2642.4,1674.0
98366,55436,20788,1,1658.0,0,1658.0,1062.0
98367,55436,20578,1,2391.0,0,2391.0,1643.0
98368,55437,20569,2,1891.0,0,3782.0,2516.0
98369,55438,20202,2,1997.0,10,3594.6,3060.0
98370,55438,21130,1,1000.0,15,850.0,761.0
98371,55439,20810,1,2591.0,0,2591.0,1834.0
98372,55440,21164,1,1426.0,5,1354.7,1106.0
98373,55441,20692,1,1277.0,0,1277.0,707.0
98374,55442,20262,1,1644.0,5,1561.8,1058.0
98375,55442,20451,1,727.0,0,727.0,409.0
98376,55443,20627,1,1378.0,0,1378.0,1097.0
98377,55443,21215,1,468.0,15,397.8,350.0
98378,55443,20581,1,1138.0,5,1081.1,626.0
98379,55444,20637,1,1432.0,0,1432.0,1150.0
98380,55445,20185,1,1911.0,10,1719.9,1147.0
98381,55446,20363,1,2885.0,5,2740.75,1804.0
98382,55446,20195,1,400.0,20,320.0,255.0
98383,55447,20645,3,520.0,0,1560.0,1092.0
98384,55447,21447,3,2681.0,0,8043.0,4617.0
98385,55447,20653,1,1519.0,0,1519.0,1108.0
98386,55448,20244,1,998.0,0,998.0,826.0
98387,55449,21325,1,2132.0,0,2132.0,1194.0
98388,55450,20953,1,1476.0,0,1476.0,970.0
98389,55451,21206,1,2422.0,15,2058.7,1879.0
98390,55451,20997,1,1290.0,0,1290.0,914.0
98391,55452,21026,1,524.0,0,524.0,319.0
98392,55452,20697,1,1550.0,0,1550.0,1186.0
98393,55452,21434,2,687.0,20,1099.2,1150.0
98394,55453,20432,2,1257.0,0,2514.0,2110.0
98395,55454,20706,2,4230.0,0,8460.0,4738.0
98396,55454,21331,1,664.0,10,597.6,439.0
98397,55455,20022,1,558.0,0,558.0,429.0
98398,55456,20510,1,1143.0,10,1028.7,676.0
98399,55456,20961,1,3123.0,0,3123.0,2195.0
98400,55457,20268,1,1587.0,0,1587.0,944.0
98401,55457,20771,1,1257.0,25,942.75,987.0
98402,55458,21187,1,845.0,10,760.5,486.0
98403,55458,21298,1,3921.0,10,3528.9,2752.0
98404,55459,20953,2,1476.0,0,2952.0,1940.0
98405,55459,20562,2,709.0,5,1347.1,880.0
98406,55460,20280,2,592.0,0,1184.0,806.0
98407,55461,20273,1,884.0,5,839.8,709.0
98408,55461,21105,1,823.0,10,740.7,512.0
98409,55462,21004,1,455.0,20,364.0,352.0
98410,55462,20261,2,1557.0,0,3114.0,1782.0
98411,55463,21251,3,1292.0,0,3876.0,2250.0
98412,55464,20585,1,639.0,25,479.25,466.0
98413,55465,21247,1,1126.0,5,1069.7,814.0
98414,55465,21443,1,2415.0,0,2415.0,1854.0
98415,55466,21244,1,2063.0,20,1650.4,1751.0
98416,55467,20160,3,2362.0,20,5668.8,4176.0
98417,55468,21005,2,2886.0,15,4906.2,3788.0
98418,55469,21170,2,1543.0,5,2931.7,2402.0
98419,55470,21170,2,1543.0,20,2468.8,2402.0
98420,55471,20546,1,510.0,20,408.0,295.0
98421,55472,20473,1,2551.0,0,2551.0,1700.0
98422,55473,21438,1,1991.0,15,1692.35,1321.0
98423,55474,20613,1,1610.0,0,1610.0,1214.0
98424,55475,21033,3,2781.0,10,7508.7,6006.0
98425,55476,21396,1,1457.0,15,1238.45,836.0
98426,55477,20396,1,561.0,0,561.0,330.0
98427,55478,21353,2,1366.0,10,2458.8,2032.0
98428,55478,21043,1,802.0,0,802.0,474.0
98429,55479,21052,1,557.0,0,557.0,442.0
98430,55480,21188,1,1168.0,0,1168.0,722.0
98431,55481,20661,1,742.0,0,742.0,454.0
98432,55482,20599,2,13516.0,5,25680.4,21010.0
98433,55482,20693,3,968.0,5,2758.8,1668.0
98434,55483,20091,1,1916.0,20,1532.8,1222.0
98435,55484,20791,1,1010.0,0,1010.0,617.0
98436,55485,21011,1,1084.0,0,1084.0,631.0
98437,55485,20332,2,2585.0,5,4911.5,3646.0
98438,55485,20546,1,510.0,0,510.0,295.0
98439,55486,20445,2,3476.0,10,6256.8,5288.0
98440,55486,21246,2,740.0,20,1184.0,1252.0
98441,55487,20150,1,925.0,15,786.25,529.0
98442,55488,21392,1,872.0,5,828.4,519.0
98443,55489,21206,1,2422.0,5,2300.9,1879.0
98444,55489,20401,1,332.0,5,315.4,218.0
98445,55490,20763,1,1005.0,25,753.75,775.0
98446,55490,20439,1,784.0,0,784.0,534.0
98447,55491,21241,4,1678.0,0,6712.0,3992.0
98448,55492,20404,1,354.0,5,336.3,276.0
98449,55492,20863,1,543.0,0,543.0,390.0
98450,55492,20831,1,1975.0,15,1678.75,1577.0
98451,55493,21045,1,1075.0,0,1075.0,869.0
98452,55494,20990,2,1196.0,0,2392.0,1576.0
98453,55495,20352,2,4783.0,0,9566.0,5386.0
98454,55496,20527,1,1274.0,10,1146.6,1076.0
98455,55496,21140,3,1159.0,20,2781.6,1986.0
98456,55496,20182,1,2122.0,0,2122.0,1724.0
98457,55497,20445,1,3476.0,0,3476.0,2644.0
98458,55497,20735,2,196.0,10,352.8,250.0
98459,55498,20680,2,823.0,5,1563.7,1332.0
98460,55498,20478,1,2375.0,0,2375.0,1817.0
98461,55499,21231,1,2300.0,10,2070.0,1372.0
98462,55500,21057,2,618.0,0,1236.0,924.0
98463,55500,20650,1,1470.0,20,1176.0,809.0
98464,55501,20971,1,3471.0,10,3123.9,2149.0
98465,55502,21285,1,366.0,0,366.0,271.0
98466,55502,20883,1,855.0,0,855.0,537.0
98467,55503,21155,1,868.0,15,737.8,515.0
98468,55503,21463,1,934.0,0,934.0,516.0
98469,55504,20155,1,2377.0,0,2377.0,1474.0
98470,55505,20012,1,761.0,0,761.0,512.0
98471,55506,20737,1,1240.0,0,1240.0,716.0
98472,55507,20310,2,705.0,15,1198.5,890.0
98473,55507,21028,2,404.0,15,686.8,600.0
98474,55508,20050,1,1437.0,15,1221.45,1181.0
98475,55508,21034,1,3230.0,15,2745.5,2392.0
98476,55508,21481,1,2817.0,0,2817.0,1981.0
98477,55509,21237,2,1318.0,0,2636.0,1752.0
98478,55509,20131,1,1310.0,5,1244.5,964.0
98479,55510,20216,1,3100.0,15,2635.0,1914.0
98480,55510,20281,1,3295.0,0,3295.0,2632.0
98481,55511,21256,1,552.0,15,469.2,431.0
98482,55512,20062,1,2424.0,10,2181.6,1337.0
98483,55512,20899,1,1453.0,10,1307.7,819.0
98484,55513,20443,1,4913.0,0,4913.0,3212.0
98485,55514,20757,1,1282.0,10,1153.8,987.0
98486,55514,21123,1,1955.0,0,1955.0,1089.0
98487,55515,20945,3,1190.0,0,3570.0,3027.0
98488,55516,20097,3,1120.0,0,3360.0,2664.0
98489,55516,20094,1,2429.0,0,2429.0,1804.0
98490,55517,21452,1,2395.0,10,2155.5,1573.0
98491,55517,20160,1,2362.0,15,2007.7,1392.0
98492,55518,20702,1,1810.0,20,1448.0,1143.0
98493,55519,20376,1,749.0,5,711.55,438.0
98494,55519,20787,3,577.0,5,1644.45,1452.0
98495,55519,20617,1,1158.0,0,1158.0,944.0
98496,55520,20342,2,2135.0,10,3843.0,3454.0
98497,55521,20051,1,521.0,5,494.95,427.0
98498,55522,20144,1,3627.0,0,3627.0,2534.0
98499,55523,20236,2,1174.0,0,2348.0,1530.0
98500,55523,20565,1,2273.0,20,1818.4,1717.0
98501,55524,21295,1,1297.0,10,1167.3,988.0
98502,55525,20005,3,1453.0,20,3487.2,2457.0
98503,55525,21251,2,1292.0,5,2454.8,1500.0
98504,55525,20361,1,1083.0,25,812.25,842.0
98505,55526,20194,1,1087.0,15,923.95,685.0
98506,55527,21293,1,2143.0,0,2143.0,1452.0
98507,55528,20098,1,590.0,15,501.5,347.0
98508,55529,20989,1,1774.0,15,1507.9,1199.0
98509,55529,20588,1,584.0,0,584.0,361.0
98510,55530,21303,1,334.0,20,267.2,276.0
98511,55531,20986,1,1285.0,15,1092.25,749.0
98512,55532,20704,2,5580.0,5,10602.0,8092.0
98513,55532,20325,1,2127.0,15,1807.95,1405.0
98514,55532,20176,1,1900.0,10,1710.0,1235.0
98515,55533,20783,1,1714.0,0,1714.0,1404.0
98516,55534,21325,1,2132.0,0,2132.0,1194.0
98517,55534,21163,1,1020.0,0,1020.0,683.0
98518,55534,21454,1,971.0,10,873.9,544.0
98519,55535,20612,1,1282.0,20,1025.6,758.0
98520,55535,20938,1,480.0,0,480.0,407.0
98521,55536,20444,1,429.0,0,429.0,277.0
98522,55536,20954,2,1778.0,10,3200.4,2718.0
