return_id,order_item_id,return_date,return_reason,return_status,refund_amount_inr
180877,111996,2025-08-16,Wrong Item,Approved,4805.84
180878,99437,2025-04-19,Damaged,Rejected,724.2
180879,103920,2024-08-15,Changed Mind,Approved,415.47
180880,92838,2024-10-02,Size Issue,Refunded,2649.67
180881,113678,2025-05-01,Size Issue,Approved,4649.46
180882,107373,2024-05-12,Quality Issue,Rejected,5756.97
180883,99227,2024-08-01,Wrong Item,Rejected,415.49
180884,107785,2025-08-20,Quality Issue,Approved,1419.7
180885,114874,2024-03-26,Wrong Item,Refunded,926.35
180886,110628,2025-05-09,Damaged,Refunded,2054.27
180887,103428,2024-12-08,Quality Issue,Refunded,627.05
180888,95023,2025-04-01,Wrong Item,Approved,590.28
180889,92170,2026-02-21,Changed Mind,Refunded,1202.08
180890,114996,2025-02-08,Changed Mind,Rejected,1258.14
180891,115191,2024-05-18,Quality Issue,Rejected,3186.15
180892,118076,2025-01-01,Wrong Item,Refunded,2384.19
180893,102859,2025-09-16,Damaged,Refunded,6467.48
180894,93813,2024-01-21,Damaged,Approved,1678.04
180895,91229,2025-09-06,Changed Mind,Refunded,3094.63
180896,104235,2024-02-02,Changed Mind,Refunded,223.26
180897,93890,2025-07-31,Quality Issue,Refunded,1946.02
180898,93539,2026-08-03,Wrong Item,Refunded,825.42
180899,100298,2025-06-03,Size Issue,Refunded,816.85
180900,111768,2024-02-13,Quality Issue,Approved,2243.32
180901,112164,2025-02-13,Size Issue,Approved,7668.95
180902,114202,2024-06-23,Changed Mind,Refunded,1606.59
180903,97677,2025-06-07,Wrong Item,Approved,281.7
180904,102411,2025-12-29,Wrong Item,Approved,1624.47
180905,100316,2024-08-01,Changed Mind,Approved,1205.45
180906,98676,2026-02-23,Changed Mind,Refunded,1573.0
180907,111881,2025-03-05,Changed Mind,Refunded,5949.3
180908,106757,2024-05-28,Wrong Item,Approved,425.18
180909,91343,2025-09-26,Wrong Item,Rejected,950.42
180910,116454,2026-08-28,Damaged,Refunded,5071.71
180911,120139,2025-11-27,Quality Issue,Refunded,379.54
180912,116067,2024-02-27,Wrong Item,Refunded,1096.52
180913,118097,2025-02-19,Damaged,Rejected,589.29
180914,104662,2025-06-13,Wrong Item,Approved,611.33
180915,100498,2024-07-13,Changed Mind,Approved,1800.15
180916,119957,2025-07-21,Changed Mind,Rejected,4203.45
180917,120152,2024-04-28,Size Issue,Refunded,206.55
180918,119029,2025-02-04,Damaged,Refunded,957.14
180919,107561,2025-10-30,Damaged,Approved,1509.77
180920,109813,2025-08-05,Quality Issue,Approved,375.17
180921,119157,2026-02-23,Changed Mind,Approved,3737.26
180922,112591,2026-06-29,Damaged,Refunded,1687.25
180923,106756,2025-04-08,Quality Issue,Refunded,1217.58
180924,98929,2025-11-30,Damaged,Approved,3543.45
180925,93661,2025-01-18,Quality Issue,Refunded,2248.66
180926,96408,2025-08-23,Quality Issue,Refunded,2023.78
180927,111747,2026-06-17,Quality Issue,Approved,1601.53
180928,119222,2024-09-26,Quality Issue,Refunded,5539.35
180929,112867,2024-02-04,Wrong Item,Refunded,2205.79
180930,92910,2025-06-06,Damaged,Approved,542.3
180931,116159,2024-12-14,Size Issue,Refunded,505.87
180932,115072,2025-10-17,Changed Mind,Approved,1662.66
180933,112404,2025-09-11,Changed Mind,Approved,1208.66
180934,115489,2025-02-26,Damaged,Approved,2117.43
180935,115356,2026-09-02,Size Issue,Refunded,1511.52
180936,91905,2024-12-27,Size Issue,Refunded,508.37
180937,97393,2025-12-17,Size Issue,Refunded,862.61
180938,105402,2025-08-02,Damaged,Approved,2142.14
180939,108932,2026-07-17,Size Issue,Refunded,1241.32
180940,99001,2025-08-23,Quality Issue,Refunded,1213.81
180941,112086,2025-11-27,Quality Issue,Refunded,1215.61
180942,105107,2025-12-14,Size Issue,Approved,3248.08
180943,107548,2026-03-12,Wrong Item,Refunded,2486.31
180944,104295,2026-02-01,Wrong Item,Approved,178.97
180945,112266,2025-12-11,Quality Issue,Refunded,1661.38
180946,95658,2025-04-10,Quality Issue,Refunded,2687.14
180947,109308,2026-05-14,Quality Issue,Approved,596.27
180948,117960,2026-07-26,Changed Mind,Approved,708.8
180949,108028,2026-09-07,Size Issue,Approved,522.6
180950,107963,2025-09-16,Wrong Item,Rejected,3539.78
180951,96316,2024-08-19,Quality Issue,Approved,1700.29
180952,90772,2024-06-12,Size Issue,Refunded,462.39
180953,104429,2024-09-22,Changed Mind,Approved,1089.99
180954,100086,2025-10-04,Changed Mind,Approved,2646.62
180955,106824,2025-07-30,Wrong Item,Approved,1001.08
180956,96920,2024-06-24,Size Issue,Refunded,1909.82
180957,119887,2024-04-01,Damaged,Rejected,1005.85
180958,96157,2025-09-29,Size Issue,Rejected,1452.36
180959,101482,2024-05-15,Size Issue,Refunded,1432.25
180960,102107,2026-01-13,Damaged,Approved,731.87
180961,107787,2025-07-02,Size Issue,Approved,1344.49
180962,116257,2024-06-21,Wrong Item,Approved,1896.42
180963,119725,2024-02-11,Damaged,Approved,2613.69
180964,94292,2024-12-07,Size Issue,Refunded,904.1
180965,90034,2026-01-23,Damaged,Refunded,3212.42
180966,90751,2024-03-11,Quality Issue,Refunded,1068.09
180967,104484,2025-03-19,Wrong Item,Approved,336.56
180968,104340,2026-04-03,Changed Mind,Refunded,1791.34
180969,114068,2025-06-13,Wrong Item,Approved,7314.83
180970,104613,2024-12-30,Damaged,Refunded,1005.12
180971,111677,2025-07-30,Quality Issue,Approved,447.14
180972,104927,2026-05-03,Changed Mind,Refunded,1553.14
180973,92198,2024-08-21,Size Issue,Approved,1211.83
180974,94442,2025-10-15,Damaged,Refunded,438.81
180975,93096,2025-09-09,Wrong Item,Approved,1460.32
180976,115995,2025-05-22,Damaged,Rejected,734.09
180977,97436,2026-08-04,Damaged,Rejected,810.34
180978,90056,2024-09-14,Changed Mind,Approved,4504.35
180979,104520,2024-01-19,Wrong Item,Rejected,2800.34
180980,99094,2024-10-15,Quality Issue,Rejected,1472.44
180981,102352,2025-07-23,Size Issue,Refunded,2054.1
180982,109364,2026-08-12,Changed Mind,Refunded,535.5
180983,117296,2024-02-24,Size Issue,Refunded,437.91
180984,98127,2025-11-18,Changed Mind,Approved,456.6
180985,113901,2025-12-23,Quality Issue,Refunded,4686.19
180986,112814,2025-06-20,Damaged,Refunded,2898.85
180987,120168,2025-06-19,Wrong Item,Refunded,1224.5
180988,110851,2025-09-24,Quality Issue,Refunded,891.38
180989,109473,2024-03-04,Size Issue,Refunded,2313.47
180990,97875,2025-01-23,Changed Mind,Approved,1252.35
180991,115575,2026-08-24,Quality Issue,Rejected,1302.64
180992,119894,2024-03-08,Quality Issue,Approved,1899.8
180993,92513,2024-10-26,Quality Issue,Refunded,1994.96
180994,112211,2026-06-06,Size Issue,Approved,2372.55
180995,99324,2024-03-20,Size Issue,Approved,942.71
180996,113051,2025-03-08,Damaged,Approved,856.37
180997,114242,2024-07-04,Size Issue,Refunded,4082.49
180998,106204,2025-06-29,Size Issue,Refunded,893.62
180999,105635,2025-09-17,Quality Issue,Refunded,3580.57
181000,115801,2025-03-02,Quality Issue,Approved,4356.8
181001,102078,2025-03-26,Size Issue,Approved,3361.69
181002,91265,2025-10-14,Size Issue,Refunded,10103.11
181003,110082,2025-07-10,Damaged,Approved,409.79
181004,90920,2024-11-17,Damaged,Refunded,385.53
181005,93012,2024-06-30,Damaged,Approved,3235.98
181006,93322,2026-06-04,Wrong Item,Refunded,1025.91
181007,93008,2026-07-12,Size Issue,Refunded,442.81
181008,109845,2026-06-15,Size Issue,Refunded,679.39
181009,118947,2024-07-22,Quality Issue,Rejected,3306.91
181010,114756,2025-02-14,Damaged,Approved,4811.55
181011,96428,2026-02-21,Changed Mind,Refunded,1117.12
181012,113581,2024-10-01,Wrong Item,Approved,4475.0
181013,101928,2024-11-12,Quality Issue,Refunded,1736.05
181014,97454,2026-01-12,Quality Issue,Refunded,1712.96
181015,101525,2025-07-19,Size Issue,Refunded,427.5
181016,112802,2024-05-02,Size Issue,Approved,569.41
181017,111307,2025-09-14,Size Issue,Refunded,1611.87
181018,98914,2024-04-21,Damaged,Refunded,1807.11
181019,99386,2026-02-02,Wrong Item,Refunded,387.61
181020,115863,2024-10-04,Quality Issue,Approved,1038.97
181021,97457,2025-11-15,Wrong Item,Approved,383.88
181022,95306,2024-08-28,Changed Mind,Refunded,882.81
181023,99021,2024-12-17,Damaged,Refunded,1067.77
181024,111925,2024-03-21,Size Issue,Refunded,1781.09
181025,106582,2026-09-08,Quality Issue,Refunded,1467.41
181026,109739,2025-07-31,Size Issue,Refunded,1513.54
181027,115389,2024-05-23,Size Issue,Refunded,1415.56
181028,96362,2025-06-21,Quality Issue,Refunded,2683.3
181029,103228,2024-06-10,Damaged,Approved,1729.55
181030,97226,2025-09-01,Damaged,Refunded,1007.54
181031,93306,2026-03-14,Damaged,Rejected,990.09
181032,108183,2026-01-07,Damaged,Approved,622.78
181033,101864,2025-12-30,Changed Mind,Approved,1052.78
181034,102950,2024-11-07,Changed Mind,Refunded,1405.46
181035,114808,2024-02-05,Changed Mind,Rejected,1533.13
181036,112585,2024-03-18,Wrong Item,Approved,8940.99
181037,108153,2026-03-19,Quality Issue,Refunded,2532.92
181038,118476,2026-09-14,Size Issue,Refunded,1721.65
181039,92284,2026-02-04,Quality Issue,Approved,3398.56
181040,94543,2024-05-31,Damaged,Refunded,572.48
181041,114114,2026-08-01,Size Issue,Refunded,2018.13
181042,115684,2025-12-29,Damaged,Refunded,1863.71
181043,96681,2025-12-14,Size Issue,Refunded,6096.27
181044,112343,2026-03-05,Quality Issue,Refunded,1754.01
181045,115437,2025-12-07,Wrong Item,Refunded,1192.92
181046,120580,2025-07-30,Wrong Item,Approved,1835.98
181047,108219,2026-02-13,Wrong Item,Refunded,3604.46
181048,91567,2026-05-15,Changed Mind,Approved,1132.34
181049,96437,2025-02-22,Size Issue,Refunded,4465.39
181050,114742,2026-05-29,Damaged,Approved,3028.45
181051,112337,2025-03-28,Quality Issue,Approved,1115.95
181052,93393,2024-03-05,Changed Mind,Refunded,191.83
181053,111792,2026-01-11,Damaged,Approved,2337.41
181054,119967,2025-02-02,Changed Mind,Refunded,1284.09
181055,91466,2025-04-19,Quality Issue,Approved,11112.1
181056,114980,2024-11-20,Size Issue,Refunded,3452.5
181057,91610,2024-11-23,Size Issue,Approved,318.36
181058,95713,2025-12-26,Size Issue,Refunded,484.97
181059,117408,2024-11-29,Quality Issue,Approved,3696.84
181060,108554,2024-04-10,Wrong Item,Approved,1755.35
181061,112090,2025-12-18,Size Issue,Approved,783.95
181062,119007,2024-11-26,Wrong Item,Refunded,2336.32
181063,106912,2026-06-13,Wrong Item,Rejected,810.13
181064,92617,2025-08-07,Changed Mind,Approved,299.74
181065,96258,2025-02-23,Size Issue,Refunded,572.36
181066,107105,2025-09-02,Quality Issue,Refunded,1613.52
181067,115889,2025-07-18,Quality Issue,Approved,346.63
181068,113416,2026-08-12,Changed Mind,Refunded,477.02
181069,96879,2024-04-15,Size Issue,Refunded,1873.18
181070,92887,2026-02-16,Quality Issue,Refunded,12015.8
181071,119331,2025-01-08,Size Issue,Approved,3496.27
181072,110703,2025-02-25,Size Issue,Approved,2195.8
181073,113100,2024-08-21,Changed Mind,Refunded,1215.9
181074,100646,2024-04-18,Size Issue,Rejected,321.84
181075,118726,2024-09-24,Wrong Item,Approved,3615.82
181076,99484,2026-05-16,Quality Issue,Approved,1012.77
181077,101412,2026-03-17,Size Issue,Approved,621.52
181078,104959,2024-02-25,Wrong Item,Refunded,593.03
181079,103082,2026-03-24,Size Issue,Refunded,4413.88
181080,100245,2024-09-09,Damaged,Approved,529.11
181081,90296,2025-02-16,Quality Issue,Approved,1816.14
181082,103008,2024-05-27,Wrong Item,Refunded,1897.71
181083,112727,2026-03-20,Quality Issue,Refunded,957.32
181084,114521,2024-11-05,Quality Issue,Rejected,951.76
181085,97277,2025-12-26,Quality Issue,Refunded,4525.95
181086,112001,2025-10-18,Quality Issue,Refunded,578.25
181087,111537,2026-06-01,Size Issue,Approved,306.38
181088,118878,2024-06-13,Wrong Item,Refunded,4635.33
181089,118351,2026-08-05,Damaged,Refunded,2767.34
181090,100903,2026-08-17,Quality Issue,Approved,443.81
181091,94434,2025-06-29,Changed Mind,Refunded,946.71
181092,96113,2025-11-19,Damaged,Refunded,716.47
181093,113455,2026-03-27,Wrong Item,Refunded,626.44
181094,93453,2026-06-13,Size Issue,Refunded,1351.92
181095,90638,2024-02-09,Changed Mind,Refunded,879.96
181096,108249,2026-05-31,Quality Issue,Approved,996.04
181097,119294,2025-02-05,Size Issue,Approved,890.85
181098,97919,2025-11-05,Wrong Item,Approved,924.6
181099,96804,2026-01-03,Quality Issue,Refunded,1211.91
181100,94619,2024-06-03,Wrong Item,Approved,248.67
181101,105334,2026-03-14,Changed Mind,Refunded,1719.94
181102,113729,2026-02-21,Wrong Item,Approved,1254.07
181103,112282,2026-05-23,Wrong Item,Refunded,2957.71
181104,118129,2025-04-04,Size Issue,Refunded,600.6
181105,95788,2026-06-19,Quality Issue,Refunded,290.59
181106,99828,2026-06-29,Damaged,Refunded,418.48
181107,112929,2024-11-03,Size Issue,Refunded,1237.1
181108,92239,2025-07-04,Size Issue,Refunded,961.55
181109,105100,2024-06-02,Quality Issue,Rejected,4244.85
181110,102312,2024-02-15,Quality Issue,Refunded,582.09
181111,113359,2026-05-07,Quality Issue,Refunded,422.08
181112,107478,2025-05-29,Wrong Item,Refunded,1817.73
181113,90592,2026-06-25,Quality Issue,Approved,1846.38
181114,90370,2024-08-29,Size Issue,Refunded,1152.06
181115,112446,2024-03-15,Changed Mind,Refunded,1332.33
181116,95139,2024-09-26,Size Issue,Approved,5319.91
181117,110971,2024-05-15,Damaged,Refunded,2425.94
181118,95987,2024-03-31,Wrong Item,Approved,3038.59
181119,111765,2025-04-16,Quality Issue,Approved,910.93
181120,100914,2025-01-04,Wrong Item,Approved,1001.33
181121,113808,2025-11-30,Wrong Item,Approved,1734.07
181122,102270,2026-05-02,Quality Issue,Refunded,438.28
181123,96110,2025-01-29,Wrong Item,Approved,2056.51
181124,110692,2025-07-12,Wrong Item,Rejected,768.63
181125,117629,2024-02-24,Size Issue,Refunded,7361.52
181126,111566,2026-08-21,Damaged,Approved,1757.79
181127,94756,2024-11-20,Damaged,Refunded,617.55
181128,114016,2025-04-18,Changed Mind,Refunded,1204.47
181129,103794,2024-09-14,Changed Mind,Rejected,2790.12
181130,115540,2025-05-16,Size Issue,Refunded,832.43
181131,115286,2025-03-07,Wrong Item,Refunded,1237.28
181132,113792,2025-12-26,Damaged,Refunded,505.51
181133,103556,2024-11-28,Changed Mind,Refunded,3152.72
181134,101306,2024-09-30,Quality Issue,Refunded,496.06
181135,106752,2026-06-02,Quality Issue,Refunded,2329.72
181136,115964,2026-06-21,Damaged,Approved,1318.24
181137,99357,2025-07-20,Changed Mind,Refunded,645.55
181138,111292,2024-04-03,Quality Issue,Refunded,451.61
181139,108540,2024-01-17,Changed Mind,Refunded,5591.31
181140,106837,2025-10-25,Quality Issue,Refunded,2898.44
181141,96083,2024-01-14,Size Issue,Refunded,1309.4
181142,116145,2026-01-05,Wrong Item,Approved,6402.85
181143,113119,2025-07-19,Size Issue,Refunded,721.0
181144,90872,2025-10-16,Changed Mind,Approved,1330.6
181145,113177,2025-09-20,Damaged,Approved,5403.46
181146,93253,2025-06-13,Damaged,Refunded,1064.29
181147,107883,2026-03-23,Size Issue,Refunded,842.76
181148,111553,2025-01-02,Quality Issue,Approved,746.5
181149,90683,2024-08-28,Size Issue,Rejected,719.7
181150,115384,2026-04-16,Damaged,Approved,1055.98
181151,113352,2024-07-07,Size Issue,Refunded,591.51
181152,110580,2025-12-10,Wrong Item,Rejected,699.06
181153,103776,2025-07-30,Size Issue,Rejected,731.57
181154,93107,2024-12-24,Damaged,Approved,961.86
181155,103193,2026-03-17,Size Issue,Refunded,3100.37
181156,105042,2024-05-28,Quality Issue,Approved,1597.94
181157,112539,2025-02-25,Wrong Item,Refunded,404.93
181158,106061,2026-08-28,Changed Mind,Rejected,933.52
181159,111450,2024-05-27,Size Issue,Rejected,2721.54
181160,92171,2026-02-19,Damaged,Approved,3149.22
181161,107372,2024-06-23,Size Issue,Refunded,2464.41
181162,98684,2026-03-26,Size Issue,Approved,1302.04
181163,115331,2025-09-15,Quality Issue,Refunded,827.03
181164,115885,2026-05-06,Damaged,Approved,2440.63
181165,94359,2026-04-11,Quality Issue,Refunded,671.26
181166,95201,2024-05-25,Damaged,Refunded,4012.55
181167,102185,2024-03-07,Damaged,Refunded,1868.67
181168,95140,2026-05-29,Damaged,Refunded,868.56
181169,109587,2026-06-14,Quality Issue,Approved,390.95
181170,100100,2024-10-05,Changed Mind,Approved,3381.37
181171,98766,2024-04-29,Size Issue,Approved,924.01
181172,105768,2025-11-15,Damaged,Approved,2030.17
181173,117662,2024-08-10,Damaged,Refunded,1174.67
181174,105294,2024-08-04,Changed Mind,Approved,6975.39
181175,93198,2024-03-18,Wrong Item,Refunded,1075.61
181176,114185,2026-03-15,Damaged,Approved,2091.97
181177,97801,2025-07-30,Quality Issue,Approved,7081.52
181178,117332,2025-07-18,Quality Issue,Approved,1972.48
181179,105020,2026-07-30,Changed Mind,Refunded,2694.26
181180,109254,2024-09-04,Quality Issue,Refunded,1505.34
181181,99623,2025-08-30,Changed Mind,Approved,938.34
181182,93927,2025-01-11,Changed Mind,Approved,855.53
181183,99536,2025-06-03,Quality Issue,Refunded,369.69
181184,108735,2025-10-06,Quality Issue,Approved,1210.17
181185,118014,2025-11-22,Size Issue,Approved,675.36
181186,97741,2025-04-19,Size Issue,Approved,1366.16
181187,96381,2024-03-29,Quality Issue,Refunded,1346.92
181188,93039,2024-11-01,Wrong Item,Approved,2466.46
181189,104378,2025-11-20,Quality Issue,Refunded,1503.71
181190,116822,2025-11-06,Size Issue,Rejected,708.3
181191,112590,2026-06-26,Quality Issue,Refunded,1245.3
181192,98011,2025-07-20,Wrong Item,Refunded,801.34
181193,114175,2026-09-01,Damaged,Approved,297.0
181194,99211,2026-03-26,Wrong Item,Refunded,780.51
181195,116137,2024-10-08,Size Issue,Approved,8670.28
181196,102856,2025-02-16,Changed Mind,Refunded,1000.6
181197,97817,2026-02-25,Size Issue,Refunded,4598.05
181198,99844,2024-09-04,Damaged,Refunded,588.75
181199,99707,2025-03-19,Changed Mind,Refunded,1998.81
181200,106279,2026-05-06,Size Issue,Refunded,857.57
181201,97386,2026-07-14,Quality Issue,Refunded,1273.97
181202,96989,2026-04-07,Changed Mind,Refunded,730.09
181203,103123,2025-01-05,Quality Issue,Approved,685.51
181204,109429,2024-08-25,Quality Issue,Refunded,1030.44
181205,92588,2026-03-05,Size Issue,Refunded,1153.74
181206,101820,2025-02-09,Damaged,Rejected,1631.36
181207,94898,2024-12-07,Quality Issue,Refunded,1228.11
181208,115281,2026-06-10,Wrong Item,Approved,2338.12
181209,106577,2026-08-29,Size Issue,Refunded,1380.74
181210,93272,2025-06-20,Damaged,Approved,473.77
181211,111267,2026-02-20,Damaged,Refunded,2609.54
181212,93623,2026-06-16,Quality Issue,Approved,701.38
181213,114833,2024-10-20,Size Issue,Approved,3967.67
181214,97792,2025-11-09,Damaged,Rejected,1812.04
181215,103689,2025-03-10,Damaged,Approved,708.55
181216,95796,2025-10-14,Quality Issue,Approved,1213.42
181217,92779,2026-05-02,Quality Issue,Approved,6783.27
181218,104054,2024-12-12,Size Issue,Approved,403.19
181219,90523,2025-06-14,Damaged,Approved,676.22
181220,115598,2025-02-20,Wrong Item,Refunded,2313.03
181221,102146,2026-06-07,Quality Issue,Refunded,15440.07
181222,103410,2026-05-21,Wrong Item,Approved,3594.33
181223,93928,2025-05-06,Quality Issue,Refunded,1942.36
181224,108634,2026-03-17,Damaged,Refunded,1102.35
181225,105133,2024-04-05,Size Issue,Rejected,1763.22
181226,101562,2025-05-28,Size Issue,Refunded,1450.22
181227,106663,2024-06-14,Size Issue,Approved,1505.25
181228,96783,2026-06-24,Damaged,Refunded,2367.5
181229,103557,2024-12-04,Size Issue,Refunded,1905.57
181230,103095,2026-01-31,Damaged,Approved,2249.47
181231,113318,2024-01-26,Wrong Item,Refunded,647.27
181232,91953,2026-08-07,Changed Mind,Refunded,443.16
181233,108454,2026-05-20,Damaged,Approved,1358.58
181234,99008,2025-08-04,Damaged,Approved,913.11
181235,116184,2025-12-09,Quality Issue,Approved,13713.95
181236,120595,2025-04-27,Changed Mind,Approved,2977.07
181237,117584,2024-03-21,Damaged,Approved,5022.88
181238,111807,2024-01-31,Damaged,Refunded,843.09
181239,111410,2026-04-30,Size Issue,Approved,2065.25
181240,111289,2024-05-03,Damaged,Refunded,2568.96
181241,120919,2024-04-13,Size Issue,Approved,4808.95
181242,106394,2025-10-10,Size Issue,Refunded,1791.52
181243,94809,2025-03-22,Damaged,Approved,1561.46
181244,92415,2025-05-29,Wrong Item,Refunded,694.79
181245,112794,2025-02-25,Quality Issue,Refunded,1022.48
181246,106538,2025-08-08,Damaged,Refunded,627.02
181247,97049,2026-08-08,Size Issue,Rejected,199.86
181248,91274,2025-09-27,Size Issue,Rejected,1058.72
181249,104415,2024-02-05,Size Issue,Refunded,1042.21
181250,119141,2025-04-09,Quality Issue,Approved,1258.86
181251,90291,2024-04-30,Quality Issue,Refunded,597.15
181252,115270,2025-10-18,Changed Mind,Refunded,322.68
181253,114116,2025-09-16,Wrong Item,Refunded,1139.39
181254,97241,2024-09-25,Changed Mind,Refunded,5235.46
181255,119205,2024-09-24,Size Issue,Refunded,1074.92
181256,114807,2024-03-11,Size Issue,Refunded,1037.84
181257,90605,2024-12-15,Quality Issue,Approved,998.88
181258,116550,2026-01-13,Size Issue,Refunded,1749.98
181259,97797,2025-04-21,Quality Issue,Refunded,1178.1
181260,120340,2024-06-11,Wrong Item,Approved,1275.14
181261,115355,2024-08-17,Size Issue,Approved,1058.18
181262,98052,2024-07-22,Changed Mind,Refunded,822.1
181263,90199,2024-12-08,Changed Mind,Rejected,2006.2
181264,91458,2025-02-19,Quality Issue,Refunded,767.73
181265,116928,2025-02-25,Damaged,Refunded,776.28
181266,90019,2024-06-12,Quality Issue,Refunded,3342.0
181267,102690,2026-01-29,Size Issue,Rejected,1764.32
181268,90675,2026-02-04,Wrong Item,Approved,609.27
181269,94559,2024-09-03,Size Issue,Refunded,879.72
181270,115905,2026-08-04,Damaged,Refunded,1787.67
181271,113440,2024-08-17,Changed Mind,Approved,3856.1
181272,111498,2024-03-12,Size Issue,Refunded,1184.48
181273,97517,2025-02-23,Quality Issue,Approved,1759.52
181274,109724,2026-07-28,Size Issue,Refunded,1119.19
181275,117468,2026-02-20,Changed Mind,Refunded,2928.87
181276,116514,2025-02-07,Damaged,Approved,2890.61
181277,94566,2026-06-30,Size Issue,Refunded,1147.56
181278,115243,2025-09-17,Quality Issue,Refunded,5054.52
181279,93057,2024-02-19,Size Issue,Approved,1151.34
181280,112448,2025-09-24,Damaged,Refunded,1816.42
181281,117458,2024-12-02,Size Issue,Refunded,4258.44
181282,118368,2025-12-17,Quality Issue,Approved,2871.53
181283,113250,2024-04-27,Damaged,Refunded,1665.91
181284,119906,2025-12-16,Quality Issue,Refunded,1345.34
181285,103853,2026-03-18,Size Issue,Refunded,2121.49
181286,120252,2025-09-20,Damaged,Refunded,2303.84
181287,100764,2024-05-24,Changed Mind,Refunded,2314.22
181288,112907,2024-11-17,Size Issue,Refunded,491.89
181289,116489,2024-02-08,Changed Mind,Approved,313.42
181290,119418,2024-06-15,Wrong Item,Approved,900.2
181291,90635,2026-02-19,Wrong Item,Approved,2730.24
181292,100299,2026-07-27,Changed Mind,Refunded,4886.98
181293,118255,2025-12-24,Wrong Item,Refunded,714.76
181294,93374,2024-08-03,Quality Issue,Approved,1252.43
181295,114407,2024-12-12,Quality Issue,Approved,2492.16
181296,118127,2026-08-05,Wrong Item,Approved,2043.83
181297,103807,2025-12-05,Quality Issue,Refunded,4492.82
181298,104140,2026-01-07,Damaged,Approved,3736.83
181299,95060,2026-05-09,Quality Issue,Refunded,1215.35
181300,93391,2024-08-17,Damaged,Refunded,6490.25
181301,108946,2025-01-04,Changed Mind,Refunded,7392.01
181302,117364,2024-06-27,Damaged,Refunded,828.66
181303,107720,2026-02-24,Size Issue,Approved,3680.9
181304,120350,2026-09-05,Damaged,Refunded,766.88
181305,109340,2024-09-15,Damaged,Rejected,2969.71
181306,101731,2025-01-08,Changed Mind,Refunded,2023.98
181307,117958,2025-08-04,Quality Issue,Rejected,1575.85
181308,110607,2025-08-06,Damaged,Rejected,721.0
181309,109395,2025-08-21,Changed Mind,Refunded,542.68
181310,118845,2025-05-19,Damaged,Approved,508.6
181311,111173,2024-10-26,Size Issue,Approved,565.86
181312,91822,2024-12-01,Changed Mind,Refunded,2921.39
181313,102194,2025-04-05,Wrong Item,Approved,977.32
181314,105292,2025-09-03,Size Issue,Approved,442.41
181315,93668,2024-11-30,Size Issue,Refunded,2423.86
181316,99627,2025-02-26,Size Issue,Refunded,4596.26
181317,111243,2025-09-21,Size Issue,Refunded,2181.72
181318,97168,2024-11-26,Changed Mind,Refunded,342.62
181319,106810,2025-06-11,Size Issue,Approved,889.19
181320,114456,2024-01-24,Wrong Item,Refunded,2244.33
181321,101056,2025-12-13,Damaged,Approved,2763.52
181322,117024,2024-09-20,Wrong Item,Approved,736.39
181323,92847,2025-04-05,Quality Issue,Refunded,592.23
181324,119081,2024-06-18,Changed Mind,Refunded,1926.84
181325,96585,2025-01-07,Size Issue,Approved,1898.39
181326,115344,2024-03-02,Changed Mind,Refunded,1197.55
181327,112495,2024-03-06,Quality Issue,Rejected,605.79
181328,99138,2026-02-28,Size Issue,Approved,2092.1
181329,110048,2026-01-15,Quality Issue,Approved,834.33
181330,114055,2024-10-14,Wrong Item,Refunded,1948.1
181331,102908,2024-06-13,Damaged,Approved,1215.0
181332,107133,2024-04-05,Size Issue,Approved,1644.65
181333,112172,2025-03-18,Damaged,Rejected,4048.88
181334,99247,2024-06-09,Size Issue,Refunded,3323.99
181335,95237,2024-02-08,Size Issue,Approved,441.92
181336,100195,2025-03-23,Damaged,Approved,1730.63
181337,109741,2024-11-30,Damaged,Approved,1887.75
181338,119006,2026-02-24,Changed Mind,Approved,3427.13
181339,105465,2024-11-30,Size Issue,Approved,4824.83
181340,111540,2026-01-20,Wrong Item,Refunded,1244.24
181341,93163,2024-08-28,Changed Mind,Refunded,3129.02
181342,117459,2024-12-07,Quality Issue,Approved,1640.41
181343,110096,2024-12-23,Size Issue,Refunded,1561.03
181344,101678,2026-02-01,Quality Issue,Approved,810.73
181345,94582,2024-12-14,Damaged,Approved,356.44
181346,92724,2025-02-02,Damaged,Approved,659.77
181347,107555,2025-08-21,Wrong Item,Refunded,456.77
181348,111459,2024-06-10,Changed Mind,Refunded,2101.95
181349,114693,2025-02-21,Damaged,Approved,304.8
181350,112210,2024-12-13,Wrong Item,Refunded,1327.1
181351,94796,2025-01-21,Quality Issue,Refunded,1168.0
181352,109359,2025-12-22,Wrong Item,Rejected,1349.75
181353,112642,2024-11-13,Changed Mind,Approved,3488.31
181354,101618,2025-08-15,Damaged,Refunded,3424.35
181355,107813,2024-08-02,Changed Mind,Approved,1264.59
181356,99565,2024-11-09,Wrong Item,Refunded,2607.28
181357,101616,2024-03-28,Damaged,Approved,4584.56
181358,100653,2024-01-28,Damaged,Refunded,1278.55
181359,94207,2026-01-07,Size Issue,Approved,487.47
181360,98219,2025-11-10,Damaged,Refunded,900.28
181361,103887,2024-04-17,Damaged,Refunded,671.59
181362,103650,2025-05-02,Quality Issue,Approved,881.25
181363,101958,2025-09-05,Size Issue,Rejected,831.24
181364,103249,2026-08-14,Wrong Item,Refunded,1123.53
